"name","type","source","code","mean","sd","lowend","highend","mid","low","up","ymax","ymin"
"Eastern Grass Shrimp","SRS6","Phytoplankton","Wet",0.064,0.073,0.003,0.282,0.039,0.017,0.086,0.1895,0.003
"Eastern Grass Shrimp","SRS6","Red Macroalgae","Wet",0.01,0.013,0,0.043,0.006,0.002,0.013,0.0295,0
"Eastern Mosquitofish","SRS6","Filamentous Green Algae","Wet",0.125,0.131,0.002,0.478,0.078,0.026,0.188,0.431,0.002
"Eastern Mosquitofish","SRS6","Mangrove","Wet",0.746,0.17,0.379,0.983,0.771,0.63,0.888,0.983,0.379
"Eastern Mosquitofish","SRS6","Phytoplankton","Wet",0.12,0.108,0.004,0.393,0.085,0.033,0.183,0.393,0.004
"Eastern Mosquitofish","SRS6","Red Macroalgae","Wet",0.008,0.011,0,0.043,0.004,0.001,0.01,0.0235,0
"Golden Topminnow","SRS6","Filamentous Green Algae","Wet",0.117,0.124,0.003,0.443,0.072,0.024,0.172,0.394,0.003
"Golden Topminnow","SRS6","Mangrove","Wet",0.767,0.163,0.396,0.981,0.794,0.667,0.9,0.981,0.396
"Golden Topminnow","SRS6","Phytoplankton","Wet",0.109,0.099,0.003,0.355,0.078,0.03,0.165,0.355,0.003
"Golden Topminnow","SRS6","Red Macroalgae","Wet",0.007,0.009,0,0.032,0.004,0.001,0.009,0.021,0
"Mangrove Tree Crab","SRS6","Filamentous Green Algae","Dry",0.089,0.068,0.009,0.264,0.074,0.043,0.116,0.2255,0.009
"Mangrove Tree Crab","SRS6","Mangrove","Dry",0.113,0.058,0.025,0.236,0.108,0.077,0.141,0.236,0.025
"Mangrove Tree Crab","SRS6","Phytoplankton","Dry",0.763,0.108,0.475,0.891,0.789,0.723,0.835,0.891,0.555
"Mangrove Tree Crab","SRS6","Red Macroalgae","Dry",0.034,0.038,0,0.133,0.023,0.008,0.047,0.1055,0
"Pink Shrimp","SRS6","Filamentous Green Algae","Dry",0.135,0.102,0.011,0.387,0.113,0.058,0.186,0.378,0.011
"Pink Shrimp","SRS6","Mangrove","Dry",0.464,0.155,0.186,0.8,0.446,0.351,0.561,0.8,0.186
"Pink Shrimp","SRS6","Phytoplankton","Dry",0.378,0.156,0.057,0.642,0.395,0.267,0.496,0.642,0.057
"Pink Shrimp","SRS6","Red Macroalgae","Dry",0.024,0.023,0,0.085,0.017,0.008,0.032,0.068,0
"Pink Shrimp","SRS6","Filamentous Green Algae","Wet",0.04,0.048,0.001,0.174,0.023,0.01,0.051,0.1125,0.001
"Pink Shrimp","SRS6","Mangrove","Wet",0.903,0.081,0.685,0.99,0.926,0.871,0.96,0.99,0.7375
"Pink Shrimp","SRS6","Phytoplankton","Wet",0.055,0.056,0.002,0.21,0.037,0.017,0.073,0.157,0.002
"Pink Shrimp","SRS6","Red Macroalgae","Wet",0.002,0.003,0,0.011,0.001,0,0.003,0.0075,0
"Porceline Crab","SRS6","Filamentous Green Algae","Dry",0.157,0.092,0.021,0.378,0.146,0.091,0.205,0.376,0.021
"Porceline Crab","SRS6","Mangrove","Dry",0.173,0.095,0.038,0.399,0.161,0.113,0.214,0.3655,0.038
"Porceline Crab","SRS6","Phytoplankton","Dry",0.645,0.126,0.323,0.815,0.669,0.587,0.731,0.815,0.371
"Porceline Crab","SRS6","Red Macroalgae","Dry",0.025,0.026,0,0.089,0.018,0.007,0.036,0.0795,0
"Sailfin Molly","SRS6","Filamentous Green Algae","Wet",0.047,0.058,0.001,0.192,0.028,0.011,0.062,0.1385,0.001
"Sailfin Molly","SRS6","Mangrove","Wet",0.891,0.088,0.663,0.989,0.914,0.85,0.954,0.989,0.694
"Sailfin Molly","SRS6","Phytoplankton","Wet",0.058,0.062,0.002,0.227,0.036,0.016,0.078,0.171,0.002
"Sailfin Molly","SRS6","Red Macroalgae","Wet",0.004,0.006,0,0.021,0.002,0.001,0.005,0.011,0
"Salt Marsh Mud Crab","SRS6","Filamentous Green Algae","Dry",0.226,0.094,0.07,0.442,0.214,0.164,0.278,0.442,0.07
"Salt Marsh Mud Crab","SRS6","Mangrove","Dry",0.118,0.07,0.026,0.295,0.105,0.068,0.151,0.2755,0.026
"Salt Marsh Mud Crab","SRS6","Phytoplankton","Dry",0.633,0.123,0.338,0.808,0.657,0.567,0.72,0.808,0.338
"Salt Marsh Mud Crab","SRS6","Red Macroalgae","Dry",0.022,0.021,0,0.081,0.016,0.007,0.03,0.0645,0
"Salt Marsh Mud Crab","SRS6","Filamentous Green Algae","Wet",0.166,0.113,0.013,0.445,0.148,0.082,0.227,0.4445,0.013
"Salt Marsh Mud Crab","SRS6","Mangrove","Wet",0.607,0.169,0.285,0.914,0.605,0.486,0.733,0.914,0.285
"Salt Marsh Mud Crab","SRS6","Phytoplankton","Wet",0.222,0.132,0.024,0.492,0.205,0.109,0.319,0.492,0.024
"Salt Marsh Mud Crab","SRS6","Red Macroalgae","Wet",0.005,0.006,0,0.024,0.003,0.001,0.006,0.0135,0
"Silver Jenny","SRS6","Filamentous Green Algae","Wet",0.088,0.126,0.001,0.475,0.04,0.013,0.106,0.2455,0.001
"Silver Jenny","SRS6","Mangrove","Wet",0.853,0.142,0.431,0.988,0.897,0.808,0.949,0.988,0.5965
"Silver Jenny","SRS6","Phytoplankton","Wet",0.054,0.053,0.002,0.194,0.037,0.016,0.073,0.1585,0.002
"Silver Jenny","SRS6","Red Macroalgae","Wet",0.005,0.007,0,0.023,0.002,0.001,0.006,0.0135,0
"Striped Mullet","SRS6","Filamentous Green Algae","Wet",0.067,0.112,0.001,0.443,0.029,0.012,0.067,0.1495,0.001
"Striped Mullet","SRS6","Mangrove","Wet",0.851,0.148,0.388,0.988,0.897,0.811,0.948,0.988,0.6055
"Striped Mullet","SRS6","Phytoplankton","Wet",0.073,0.08,0.003,0.287,0.044,0.018,0.1,0.223,0.003
"Striped Mullet","SRS6","Red Macroalgae","Wet",0.01,0.016,0,0.055,0.004,0.001,0.011,0.026,0
"Tidewater Mojarra","SRS6","Filamentous Green Algae","Dry",0.348,0.159,0.073,0.68,0.334,0.229,0.454,0.68,0.073
"Tidewater Mojarra","SRS6","Mangrove","Dry",0.253,0.135,0.06,0.59,0.233,0.154,0.322,0.574,0.06
"Tidewater Mojarra","SRS6","Phytoplankton","Dry",0.356,0.186,0.05,0.694,0.35,0.197,0.51,0.694,0.05
"Tidewater Mojarra","SRS6","Red Macroalgae","Dry",0.044,0.041,0.001,0.145,0.033,0.013,0.063,0.138,0.001
"Tidewater Mojarra","SRS6","Filamentous Green Algae","Wet",0.161,0.129,0.007,0.498,0.13,0.064,0.227,0.4715,0.007
"Tidewater Mojarra","SRS6","Mangrove","Wet",0.756,0.152,0.382,0.97,0.782,0.669,0.87,0.97,0.382
"Tidewater Mojarra","SRS6","Phytoplankton","Wet",0.077,0.072,0.004,0.273,0.056,0.026,0.108,0.231,0.004
"Tidewater Mojarra","SRS6","Red Macroalgae","Wet",0.006,0.008,0,0.027,0.003,0.001,0.008,0.0185,0
