"name","type","source","code","mean","sd","lowend","highend","mid","low","up","ymax","ymin"
"Bay Anchovy","SRS6","Filamentous Green Algae","Dry",0.201,0.11,0.035,0.438,0.191,0.112,0.273,0.438,0.035
"Bay Anchovy","SRS6","Mangrove","Dry",0.231,0.099,0.081,0.456,0.218,0.156,0.291,0.456,0.081
"Bay Anchovy","SRS6","Phytoplankton","Dry",0.511,0.183,0.2,0.86,0.491,0.37,0.645,0.86,0.2
"Bay Anchovy","SRS6","Red Macroalgae","Dry",0.057,0.043,0.001,0.156,0.051,0.022,0.084,0.156,0.001
"Brown Grass Shrimp","SRS6","Filamentous Green Algae","Wet",0.117,0.118,0.003,0.431,0.078,0.029,0.168,0.3765,0.003
"Brown Grass Shrimp","SRS6","Mangrove","Wet",0.674,0.192,0.31,0.974,0.684,0.519,0.837,0.974,0.31
"Brown Grass Shrimp","SRS6","Phytoplankton","Wet",0.197,0.164,0.005,0.542,0.156,0.052,0.318,0.542,0.005
"Brown Grass Shrimp","SRS6","Red Macroalgae","Wet",0.012,0.017,0,0.064,0.006,0.002,0.016,0.037,0
"Clown Goby","SRS6","Filamentous Green Algae","Wet",0.215,0.177,0.003,0.619,0.185,0.051,0.334,0.619,0.003
"Clown Goby","SRS6","Mangrove","Wet",0.642,0.213,0.238,0.973,0.641,0.476,0.828,0.973,0.238
"Clown Goby","SRS6","Phytoplankton","Wet",0.134,0.118,0.004,0.42,0.097,0.037,0.205,0.42,0.004
"Clown Goby","SRS6","Red Macroalgae","Wet",0.009,0.013,0,0.045,0.005,0.002,0.012,0.027,0
"Crested Goby","SRS6","Filamentous Green Algae","Dry",0.268,0.149,0.032,0.605,0.248,0.159,0.362,0.605,0.032
"Crested Goby","SRS6","Mangrove","Dry",0.315,0.143,0.096,0.659,0.291,0.212,0.398,0.659,0.096
"Crested Goby","SRS6","Phytoplankton","Dry",0.377,0.188,0.052,0.701,0.38,0.222,0.532,0.701,0.052
"Crested Goby","SRS6","Red Macroalgae","Dry",0.04,0.038,0,0.137,0.029,0.011,0.057,0.126,0
"Crested Goby","SRS6","Filamentous Green Algae","Wet",0.109,0.106,0.004,0.398,0.076,0.034,0.147,0.3165,0.004
"Crested Goby","SRS6","Mangrove","Wet",0.821,0.125,0.493,0.976,0.847,0.759,0.912,0.976,0.5295
"Crested Goby","SRS6","Phytoplankton","Wet",0.066,0.057,0.004,0.214,0.051,0.023,0.092,0.1955,0.004
"Crested Goby","SRS6","Red Macroalgae","Wet",0.004,0.006,0,0.019,0.003,0.001,0.005,0.011,0
"Eastern Grass Shrimp","SRS6","Filamentous Green Algae","Dry",0.162,0.145,0.011,0.551,0.116,0.054,0.226,0.484,0.011
"Eastern Grass Shrimp","SRS6","Mangrove","Dry",0.383,0.167,0.073,0.724,0.379,0.263,0.497,0.724,0.073
"Eastern Grass Shrimp","SRS6","Phytoplankton","Dry",0.356,0.191,0.055,0.757,0.335,0.204,0.487,0.757,0.055
"Eastern Grass Shrimp","SRS6","Red Macroalgae","Dry",0.099,0.076,0,0.271,0.087,0.037,0.147,0.271,0
"Eastern Grass Shrimp","SRS6","Filamentous Green Algae","Wet",0.07,0.101,0.001,0.375,0.028,0.01,0.079,0.1825,0.001
"Eastern Grass Shrimp","SRS6","Mangrove","Wet",0.856,0.139,0.447,0.987,0.904,0.813,0.95,0.987,0.6075
