SITENAME	DATE	SALINITY	TN	TP
TSph3	7/7/12	0	45.186	0.27
TSph3	7/12/12	0	44.378	0.25
TSph3	7/18/12	0	0.01	0.01
TSph3	7/24/12	0	39.106	0.15
TSph3	7/30/12	0	0.01	0.01
TSph3	8/1/12	0	60.735	0.17
TSph3	8/7/12	0	48.495	0.1
TSph3	8/13/12	0	45.24	0.17
TSph3	8/19/12	0	47.513	0.14
TSph3	8/25/12	0	79.37	0.12
TSph3	8/31/12	0	44.178	0.16
TSph3	9/6/12	0	55.264	0.16
TSph3	9/12/12	0	51.745	0.19
TSph3	9/16/12	0	56.702	0.24
TSph3	9/22/12	0	59.564	0.21
TSph3	9/28/12	0	63.982	0.12
TSph3	10/4/12	0	57.423	0.14
TSph3	10/10/12	0	59.13	0.2
TSph3	10/14/12	0	49.357	0.16
TSph3	10/20/12	0	51.004	0.17
TSph3	10/26/12	0	47.347	0.1
TSph3	11/1/12	0	45.885	0.17
TSph3	11/7/12	0	42.37	0.15
TSph3	11/12/12	0	47.528	0.18
TSph3	11/19/12	0	55.58	0.19
TSph3	11/25/12	0	65.797	0.21
TSph3	12/1/12	0	49.719	0.18
TSph3	12/7/12	0	0.01	0.01
TSph3	12/13/12	0	0.01	0.01
TSph3	12/19/12	0	0.01	0.01
TSph3	12/25/12	0	0.01	0.01
TSph3	12/31/12	0	0.01	0.01
TSph3	1/6/13	0	0.01	0.01
TSph3	1/11/13	0	81.852	0.18
TSph3	1/17/13	0	82.178	0.14
TSph3	1/23/13	0	82.417	0.13
TSph3	1/29/13	0	96.807	0.1
TSph3	2/4/13	0	89.184	0.11
TSph3	2/10/13	0	118.78	0.11
TSph3	2/14/13	0	127.184	0.21
TSph3	2/20/13	0	184.207	0.22
TSph3	2/26/13	0	129.585	0.16
TSph3	3/4/13	0	130.14	0.22
TSph3	3/10/13	0	146.518	0.24
TSph3	3/15/13	0	179.73	0.37
TSph3	3/21/13	0	185.485	0.16
TSph3	3/27/13	0	201.093	0.16
TSph3	4/2/13	0	156.831	0.14
TSph3	4/8/13	0	161.006	0.17
TSph3	4/14/13	0	129.634	0.15
TSph3	4/18/13	0	160.592	0.2
TSph3	4/24/13	0	132.234	0.17
TSph3	4/30/13	0	122.534	0.15
TSph3	5/6/13	0	92.148	0.26
TSph3	5/12/13	0	85.752	0.13
TSph3	5/18/13	0	85.516	0.13
TSph3	5/24/13	0	84.894	0.14
TSph3	5/30/13	0	67.082	0.16
TSph3	6/5/13	0	53.9	0.18
TSph3	6/10/13	0	52.564	0.63
TSph3	6/17/13	0	53.631	1.13
TSph3	6/23/13	0	46.487	0.12
TSph3	6/29/13	0	59.061	0.42
TSph3	7/4/13	0	40.362	0.19
TSph3	7/10/13	0	38.41	0.15
TSph3	7/16/13	0	41.798	0.15
TSph3	7/22/13	0	31.677	0.14
TSph3	7/28/13	0	32.833	0.1
TSph3	8/3/13	0	38.615	0.13
TSph3	8/9/13	0	44.336	0.15
TSph3	8/13/13	0	40.692	0.19
TSph3	8/19/13	0	55.149	1.27
TSph3	8/25/13	0	50.851	0.09
TSph3	8/31/13	0	46.51	0.18
TSph3	9/6/13	0	42.661	0.17
TSph3	9/12/13	0	36.117	0.13
TSph3	9/17/13	0	45.067	0.16
TSph3	9/23/13	0	50.254	0.3
TSph3	9/29/13	0	42.594	0.26
TSph3	10/5/13	0	52.344	0.99
TSph3	10/11/13	0	38.364	0.27
TSph3	10/17/13	0	47.621	0.31
TSph3	10/23/13	0	46.912	0.34
TSph3	10/27/13	0	53.035	0.15
TSph3	11/2/13	0	52.086	0.1
TSph3	11/6/13	0	54.249	0.14
TSph3	11/12/13	0	44.209	0.15
TSph3	11/18/13	0	52.659	0.22
TSph3	11/24/13	0	47.342	0.21
TSph3	11/30/13	0	42.969	0.13
TSph3	12/5/13	0	31.979	0.13
TSph3	12/11/13	0	36.663	0.07
TSph3	12/17/13	0	45.584	0.1
TSph3	12/23/13	0	49.395	0.1
TSph3	12/29/13	0	49.303	0.11
TSph3	1/4/14	0	43.551	0.1
TSph3	1/9/14	0	50.921	0.11
TSph3	2/18/14	0	42.882	0.01
TSph3	2/24/14	0	39.724	0.01
TSph3	3/2/14	0	44.508	0.01
TSph3	3/8/14	0	52.705	0.01
TSph3	3/14/14	0	54.672	0.01
TSph3	3/19/14	0	62.528	0.01
TSph3	3/26/14	0	66.467	0.15
TSph3	4/1/14	0	74.2	0.21
TSph3	4/7/14	0	75.763	0.17
TSph3	4/13/14	0	0.01	0.01
TSph3	4/19/14	0	0.01	0.27
TSph3	4/25/14	0	0.01	0.01
TSph3	5/7/14	0	0.01	0.16
TSph3	5/12/14	0	0.01	0.29
TSph3	6/29/14	0	107.129	0.37
TSph3	7/5/14	0	93.412	0.33
TSph3	7/11/14	0	60.195	0.39
TSph3	7/17/14	0	43.764	0.15
TSph3	7/22/14	0	36.529	0.13
TSph3	7/28/14	0	36.622	0.15
TSph3	8/3/14	0	40.016	0.19
TSph3	8/9/14	0	46.941	0.16
TSph3	8/15/14	0	44.129	0.2
TSph3	8/21/14	0	38.385	0.14
TSph3	8/27/14	0	40.275	0.18
TSph3	9/2/14	0	42.103	0.16
TSph3	9/8/14	0	39.394	0.15
TSph3	9/14/14	0	33.241	0.12
TSph3	9/20/14	0	31.143	0.14
TSph3	9/25/14	0	34.753	0.18
TSph3	10/1/14	0	40.573	0.17
TSph3	10/7/14	0	45.236	0.11
TSph3	10/13/14	0	42.747	0.09
TSph3	10/19/14	0	61.348	0.16
TSph3	10/25/14	0	50.418	0.13
TSph3	10/31/14	0	41.346	0.1
TSph3	11/6/14	0	42.442	0.15
TSph3	11/11/14	0	48.263	0.13
TSph3	11/18/14	0	45.871	0.1
TSph3	11/24/14	0	45.826	0.08
TSph3	11/30/14	0	47.982	0.11
TSph3	12/4/14	0	46.229	0.1
TSph3	12/10/14	0	38.247	0.06
TSph3	12/16/14	0	38.468	0.05
TSph3	12/22/14	0	37.318	0.05
TSph3	12/28/14	0	39.117	0.06
TSph3	1/3/15	0	42.601	0.08
TSph3	1/9/15	0	39.136	0.08
TSph3	1/13/15	0	46.679	0.09
TSph3	1/19/15	0	45.951	0.22
TSph3	1/25/15	0	43.677	0.16
TSph3	1/31/15	0	48.938	0.17
TSph3	2/6/15	0	51.037	0.18
TSph3	2/12/15	0	43.839	0.16
TSph3	2/18/15	0	56.947	0.2
TSph3	2/24/15	0	71.222	0.23
TSph3	3/2/15	0	75.137	0.25
TSph3	3/4/15	0	64.343	0.01
TSph3	3/12/15	0	142.387	0.33
TSph3	3/18/15	0	153.924	0.34
TSph3	3/23/15	0	0.01	0.46
TSph3	5/13/15	0	48.391	0.47
TSph3	5/19/15	0	43.412	0.48
TSph3	5/25/15	0	42.085	0.54
TSph3	5/31/15	0	49.681	0.64
TSph3	6/5/15	0	84.743	0.78
TSph3	6/11/15	0	54.642	0.17
TSph3	6/17/15	0	48.213	0.15
TSph3	6/23/15	0	56.888	0.17
TSph3	6/29/15	0	53.763	0.15
TSph3	7/5/15	0	83.664	0.16
TSph3	7/11/15	0	0.01	0.01
TSph3	7/17/15	0	0.01	0.01
TSph3	7/23/15	0	0.01	0.01
TSph3	7/28/15	0	92.258	0.29
TSph3	8/4/15	0	76.589	0.19
TSph3	8/10/15	0	73.066	0.23
TSph3	8/16/15	0	76.932	0.21
TSph3	8/22/15	0	67.907	0.2
TSph3	8/28/15	0.2	70.897	0.24
TSph3	9/3/15	0.2	81.636	0.01
TSph3	9/9/15	0.2	66.556	0.17
TSph3	9/15/15	0.2	77.451	0.16
TSph3	9/21/15	0.2	68.006	0.21
TSph3	9/27/15	0.1	44.287	0.14
TSph3	10/3/15	0.1	43.996	0.13
TSph3	10/9/15	0.2	46.299	0.1
TSph3	10/15/15	0.2	51.741	0.19
TSph3	10/21/15	0.2	50.231	0.23
TSph3	10/25/15	0.2	71.96	0.63
TSph3	10/31/15	0.2	57.076	0.13
TSph3	11/6/15	0.2	55.925	0.11
TSph3	11/12/15	0.2	59.235	0.13
TSph3	11/18/15	0.2	62.99	0.13
TSph3	11/22/15	0.2	41.416	0.13
TSph3	11/28/15	0.2	41.606	0.1
TSph3	12/4/15	0.2	40.966	0.12
TSph3	12/10/15	0.1	30.302	0.01
TSph3	12/16/15	0.1	29.008	0.13
TSph3	12/20/15	0.2	52.855	0.43
TSph3	12/26/15	0.2	38.898	0.25
TSph3	1/1/16	0.2	46.864	0.19
TSph3	1/7/16	0.2	56.716	0.91
TSph3	1/13/16	0.2	49.32	0.16
TSph3	1/19/16	0.2	46.349	0.18
TSph3	1/24/16	0.2	33.994	0.16
TSph3	1/30/16	0.1	36.35	0.2
TSph3	2/5/16	0.1	34.463	0.19
TSph3	2/11/16	0.2	32.7	0.15
TSph3	2/17/16	0.2	37.988	0.16
TSph3	2/21/16	0.2	35.525	0.09
TSph3	2/27/16	0.2	42.683	0.12
TSph3	3/4/16	0.2	49.435	0.09
TSph3	3/10/16	0.2	49.33	0.1
TSph3	3/16/16	0.2	55.479	0.13
TSph3	3/20/16	0.2	67.635	0.11
TSph3	3/26/16	0.2	65.904	0.09
TSph3	4/1/16	0.2	66.078	0.11
TSph3	4/7/16	0.2	74.663	0.14
TSph3	4/13/16	0.2	82.822	0.22
TSph3	4/18/16	0.2	70.957	0.32
TSph3	4/25/16	0.2	60.431	0.18
TSph3	5/1/16	0.2	66.15	0.18
TSph3	5/7/16	0.2	85.717	0.25
TSph3	5/13/16	0.2	77.157	0.39
TSph3	5/17/16	0.2	75.926	0.36
TSph3	5/23/16	0.2	70.659	0.19
TSph3	5/29/16	0.2	84.387	0.18
TSph3	6/4/16	0.2	63.7	0.15
TSph3	6/10/16	0.2	66.864	0.17
TSph3	6/16/16	0.2	47.841	0.16
TSph3	6/22/16	0.2	50.841	0.24
TSph3	6/28/16	0.2	46.664	0.19
TSph3	7/2/16	0.1	41.649	0.36
TSph3	7/8/16	0.2	72.139	0.32
TSph3	7/14/16	0.2	55.201	0.33
TSph3	7/19/16	0.2	57.096	0.32
TSph3	7/25/16	0.2	44.614	0.14
TSph3	7/31/16	0.2	48.484	0.15
TSph3	8/6/16	0.2	48.908	0.16
TSph3	8/12/16	0.2	46.411	0.19
TSph3	8/16/16	0.2	42.798	0.2
TSph3	8/22/16	0.2	47.021	0.12
TSph3	8/28/16	0.2	48.504	0.13
TSph3	9/3/16	0.2	42.394	0.12
TSph3	9/9/16	0.2	44.255	0.15
TSph3	9/14/16	0.2	43.45	0.16
TSph3	9/21/16	0.2	40.436	0.17
TSph3	9/27/16	0.2	43.398	0.17
TSph3	10/3/16	0.2	44.529	0.16
TSph3	10/9/16	0.2	49.345	0.18
TSph3	10/15/16	0.2	52.518	0.19
TSph3	10/20/16	0.2	159.548	0.2
TSph3	10/26/16	0.2	40.648	0.09
TSph3	10/30/16	0.2	42.951	0.09
TSph3	11/23/16	0.2	47.015	0.23
TSph3	11/29/16	0.2	54.191	0.23
TSph3	12/5/16	0.2	57.468	0.24
TSph3	12/11/16	0.2	63.179	0.18
TSph3	12/15/16	0.2	71.428	0.35
TSph3	12/21/16	0.2	65.722	0.26
TSph3	12/27/16	0.2	72.935	0.38
TSph3	1/2/17	0.2	87.896	0.37
TSph3	1/10/17	0.2	81.157	0.09
TSph3	1/16/17	0.2	87.009	0.09
TSph3	1/22/17	0.2	92.747	0.1
TSph3	1/28/17	0.2	104.652	0.11
TSph3	2/3/17	0.2	117.288	0.1
TSph3	2/8/17	0.2	115.286	0.13
TSph3	2/14/17	0.2	127.122	0.38
TSph3	2/20/17	0.2	130.765	0.28
TSph3	2/26/17	0.2	141.484	0.26
TSph3	3/4/17	0.2	129.183	0.34
TSph3	3/10/17	0.2	107.684	0.33
TSph3	3/16/17	0.2	137.438	0.47
TSph3	3/28/17	0.3	138.143	0.45
TSph3	4/3/17	0.4	192.571	0.57
TSph3	4/29/17	0.5	197.033	0.8
TSph3	5/5/17	0.8	113.128	0.53
TSph3	5/11/17	0.9	154.449	0.61
TSph3	6/8/17	0.9	168.708	0.61
TSph3	6/14/17	0.6	79.462	0.49
TSph3	6/18/17	0.2	67.198	0.55
TSph3	6/24/17	0.2	76.704	0.34
TSph3	6/30/17	0.2	87.541	0.24
TSph3	7/6/17	0.2	63.35	0.26
TSph3	7/12/17	0.2	55.413	0.27
TSph3	7/18/17	0.2	45.787	0.26
TSph3	7/23/17	0.2	56.934	0.74
TSph3	7/29/17	0.2	63.937	0.46
TSph3	8/4/17	0.2	59.292	0.77
TSph3	8/8/17	0.2	66.231	0.53
TSph3	8/14/17	0.2	59.52	0.89
TSph3	8/20/17	0.2	63.109	0.95
TSph3	8/26/17	0.2	57.716	0.81
TSph3	9/1/17	0.2	54.516	0.75
TSph3	9/7/17	0.2	53.534	0.74
TSph3	9/13/17	0.2	41.169	0.61
TSph3	9/19/17	0.2	32.417	0.7
TSph3	9/25/17	0.2	45.095	0.47
TSph3	10/1/17	0.2	48.377	0.46
TSph3	10/7/17	0.2	48.068	0.41
TSph3	10/12/17	0.2	40.732	0.48
TSph3	10/18/17	0.1	58.316	0.73
TSph3	10/24/17	0.2	55.588	0.31
TSph3	10/30/17	0.2	49.153	0.28
TSph3	11/5/17	0.2	47.071	0.3
TSph3	11/11/17	0.2	49.949	0.36
TSph3	11/17/17	0.2	51.295	0.34
TSph3	11/23/17	0.2	54.298	0.25
TSph3	11/29/17	0.2	52.906	0.25
TSph3	12/5/17	0.2	55.04	0.26
TSph3	12/11/17	0.2	69.063	0.28
TSph3	12/16/17	0.2	55.716	0.43
TSph3	12/22/17	0.2	53.389	0.26
TSph3	12/28/17	0.2	58.315	0.3
TSph3	1/3/18	0.2	72.683	0.31
TSph3	1/9/18	0.2	83.521	0.28
TSph3	1/14/18	0.2	82.855	0.38
TSph3	1/20/18	0.2	79.453	0.24
TSph3	1/26/18	0.2	85.603	0.26
TSph3	2/1/18	0.2	86.491	0.27
TSph3	2/7/18	0.2	107.867	0.7
TSph3	2/12/18	0.2	110.228	0.34
TSph3	2/19/18	0.2	103.965	0.28
TSph3	2/25/18	0.2	115.669	0.41
TSph3	3/3/18	0.2	100.335	0.36
TSph3	3/9/18	0.2	89.427	0.33
TSph3	3/15/18	0.2	87.458	0.36
TSph3	3/20/18	0.3	86.359	0.37
TSph3	3/26/18	0.3	85.37	0.37
TSph3	4/1/18	0.3	85.475	0.31
TSph3	4/7/18	0.3	99.186	0.36
TSph3	4/13/18	0.4	109.999	0.36
TSph3	4/19/18	0.4	126.673	0.36
TSph3	4/24/18	0.4	163.574	0.64
TSph3	5/1/18	0.5	219.819	0.74
TSph3	5/7/18	0.5	225.459	0.66
TSph3	5/21/18	0.4	172.177	1.13
TSph3	5/28/18	0.3	135.776	0.42
TSph3	6/3/18	0.2	104.025	0.37
TSph3	6/9/18	0.2	105.556	0.54
TSph3	6/21/18	0.2	82.855	0.42
TSph3	6/27/18	0.2	70.694	0.59
TSph3	7/3/18	0.2	62.52	0.38
TSph3	7/9/18	0.2	60.93	0.45
TSph3	7/15/18	0.2	71.784	0.24
TSph3	7/21/18	0.2	71.288	0.19
TSph3	7/27/18	0.2	70.201	0.2
TSph3	8/2/18	0.2	65.403	0.22
TSph3	8/7/18	0.2	62.386	0.44
TSph3	8/13/18	0.2	45.422	0.83
TSph3	8/19/18	0.2	44.168	0.94
TSph3	8/25/18	0.2	46.939	1.09
TSph3	8/31/18	0.2	40.078	0.94
TSph3	9/17/18	0.2	72.822	0.28
TSph3	9/23/18	0.2	76.342	0.27
TSph3	9/29/18	0.2	72.434	0.24
TSph3	10/5/18	0.2	73.257	0.27
TSph3	10/11/18	0.2	63.43	0.3
TSph3	10/17/18	0.2	58.577	0.27
TSph3	10/23/18	0.2	57.863	0.24
TSph3	10/29/18	0.2	65.993	0.23
TSph3	11/4/18	0.2	59.992	0.26
TSph3	11/19/18	0.2	64.913	0.4
TSph3	11/25/18	0.2	67.232	0.35
TSph3	12/1/18	0.2	73.23	0.42
TSph3	12/7/18	0.2	71.967	0.43
TSph3	12/13/18	0.2	79.204	0.39
TSph3	12/19/18	0.2	86.165	0.4
TSph3	12/25/18	0.2	92.455	0.48
TSph3	12/30/18	0.2	80.234	0.17
TSph3	1/5/19	0.2	83.189	0.17
TSph3	1/11/19	0.2	110.558	0.19
TSph3	1/17/19	0.2	109.367	0.21
TSph3	1/26/19	0.2	119.102	0.25
TSph3	2/1/19	0.2	98.684	0.15
TSph3	2/7/19	0.2	88.705	0.2
TSph3	2/12/19	0.2	101.123	0.25
TSph3	2/18/19	0.2	81.112	0.01
TSph3	2/24/19	0.2	65.546	0.47
TSph3	3/2/19	0.2	68.474	0.22
TSph3	3/8/19	0.2	65.484	0.19
TSph3	3/14/19	0.2	73.352	0.21
TSph3	3/20/19	0.3	82.982	0.3
TSph3	3/26/19	0.3	82.282	0.21
TSph3	4/1/19	0.3	87.219	0.24
TSph3	4/7/19	0.3	97.954	0.29
TSph3	4/22/19	0.3	97.132	0.39
TSph3	4/28/19	0.2	91.111	0.32
TSph3	5/1/19	0.2	103.466	0.39
TSph3	5/20/19	0.3	102.857	0.46
TSph3	5/26/19	0.3	91.429	0.38
TSph3	6/1/19	0.3	115	0.53
TSph3	6/7/19	0.3	121.429	0.54
TSph3	6/13/19	0.3	115	0.56
TSph3	6/19/19	0.3	89.286	0.66
TSph3	6/24/19	0.2	95	0.86
TSph3	6/30/19	0.2	154.048	0.32
TSph3	7/6/19	0.2	89.762	0.24
TSph3	7/12/19	0.2	73.81	0.25
TSph3	7/17/19	0.2	73.81	0.27
TSph3	7/24/19	0.2	59.286	0.46
TSph3	7/30/19	0.2	54.286	0.46
TSph3	8/5/19	0.2	57.857	0.44
TSph3	8/11/19	0.2	53.571	0.48
TSph3	8/17/19	0.2	67.857	0.55
TSph3	8/22/19	0.2	54.286	0.58
TSph3	8/28/19	0.2	58.333	0.14
TSph3	9/3/19	0.2	57.857	0.16
TSph3	9/9/19	0.2	62.143	0.15
TSph3	9/15/19	0.2	66.667	0.21
TSph3	9/21/19	0.2	70.476	0.2
TSph3	9/27/19	0.2	54.643	0.49
TSph3	10/3/19	0.2	61.19	0.38
TSph3	10/9/19	0.2	62.381	0.41
TSph3	10/15/19	0.2	59.048	0.38
TSph3	10/21/19	0.2	62.857	0.41
TSph3	10/27/19	0.2	59.762	0.31
TSph3	11/2/19	0.2	53.095	0.24
TSph3	11/8/19	0.2	57.381	0.23
TSph3	11/14/19	0.2	65.952	0.26
TSph3	11/20/19	0.2	64.524	0.3
TSph3	11/24/19	0.2	55.476	0.17
TSph3	11/30/19	0.2	62.143	0.24
TSph3	12/6/19	0.2	67.143	0.22
TSph3	12/12/19	0.2	70.952	0.25
TSph3	12/18/19	0.2	85.238	0.32
TSph3	12/24/19	0.2	78.214	0.41
TSph3	12/30/19	0.2	85.476	0.01
TSph3	1/5/20	0.2	78.929	0.44
TSph3	1/11/20	0.2	84.762	0.4
TSph3	1/17/20	0.2	100.952	0.58
TSph3	1/21/20	0.3	118.214	0.66
TSph3	1/27/20	0.2	101.429	0.31
TSph3	2/2/20	0.2	104.286	0.35
TSph3	2/8/20	0.2	95.714	0.34
TSph3	2/14/20	0.2	86.429	0.42
TSph3	2/20/20	0.3	97.143	0.52
TSph3	2/25/20	0.3	105	0.63
TSph3	3/2/20	0.3	104.286	0.49
TSph3	3/8/20	0.3	108.571	0.33
TSph3	3/14/20	0.3	115	0.35
TSph3	3/20/20	0.3	112.143	0.01
TSph3	3/26/20	0.3	107.381	0.01
TSph3	3/31/20	0.3	110	0.01
TSph3	4/13/20	0.5	0.01	0.01
TSph3	4/19/20	0.8	0.01	0.01
TSph3	4/25/20	0.7	0.01	0.01
TSph3	5/1/20	0.7	0.01	0.01
TSph3	5/3/20	0.7	0.01	0.01
TSph3	6/10/20	0.2	86.429	0.31
TSph3	6/16/20	0.2	77.143	0.34
TSph3	6/22/20	0.2	74.286	0.01
TSph3	6/27/20	0.2	85	0.4
TSph3	7/3/20	0.2	88.095	0.38
TSph3	7/9/20	0.2	94.286	0.52
TSph3	7/15/20	0.2	94.524	0.48
TSph3	7/21/20	0.2	56.429	0.42
TSph3	7/27/20	0.2	71.429	0.51
TSph3	7/31/20	0.2	61.071	0.51
TSph3	8/6/20	0.2	72.381	0.88
TSph3	8/12/20	0.2	71.667	0.79
TSph3	8/18/20	0.2	82.381	0.62
TSph3	8/22/20	0.2	75	0.51
TSph3	8/28/20	0.2	78.81	0.58
TSph3	9/3/20	0.2	76.667	0.62
TSph3	9/9/20	0.2	77.857	0.68
TSph3	9/15/20	0.2	62.857	0.64
TSph3	9/20/20	0.2	39.212	0.82
TSph3	9/26/20	0.2	37.46	0.86
TSph3	10/2/20	0.2	34.866	0.55
TSph3	10/8/20	0.2	35.446	0.52
TSph3	10/14/20	0.2	36.323	0.2
TSph3	10/20/20	0.2	38.272	0.25
TSph3	10/25/20	0.1	19.612	0.29
TSph3	11/1/20	0.1	54.048	0.37
TSph3	11/7/20	0.2	58.095	0.24
TSph3	11/13/20	0.1	41.429	0.25
TSph3	11/17/20	0.1	40.238	0.28
TSph3	11/23/20	0.1	29.428	0.42
TSph3	11/29/20	0.1	31.27	0.47
TSph3	12/5/20	0.2	33.243	0.5
TSph3	12/9/20	0.2	31.834	0.57
TSph3	12/15/20	0.2	41.667	0.46
TSph3	12/21/20	0.2	60.952	0.52
TSph3	12/27/20	0.2	83.095	0.5
