SITENAME,DATE,YEAR,MONTH,TN_uM_L,TN_moles_L,TN_g_L,TN_ug_L,TP_uM_L,TP_moles_L,TP_g_L,TP_ug_L,NP
TSph7,6/10/04,2004,June,36.23,0.00,0.00,507.53,0.17,0.00,0.00,5.27,96.39
TSph7,6/13/04,2004,June,31.13,0.00,0.00,436.02,0.20,0.00,0.00,6.19,70.39
TSph7,6/16/04,2004,June,33.58,0.00,0.00,470.31,0.25,0.00,0.00,7.74,60.74
TSph7,6/19/04,2004,June,30.94,0.00,0.00,433.36,0.42,0.00,0.00,13.01,33.31
TSph7,6/22/04,2004,June,34.88,0.00,0.00,488.58,0.39,0.00,0.00,12.08,40.45
TSph7,6/23/04,2004,June,31.52,0.00,0.00,441.54,0.46,0.00,0.00,14.25,30.99
TSph7,6/26/04,2004,June,38.23,0.00,0.00,535.54,0.52,0.00,0.00,16.11,33.25
TSph10,6/28/04,2004,June,27.64,0.00,0.00,387.11,0.11,0.00,0.00,3.31,116.80
TSph11,6/28/04,2004,June,22.49,0.00,0.00,314.98,0.18,0.00,0.00,5.45,57.78
TSph9,6/29/04,2004,June,26.34,0.00,0.00,368.89,0.16,0.00,0.00,4.83,76.34
TSph7,6/29/04,2004,June,38.33,0.00,0.00,536.90,0.58,0.00,0.00,17.96,29.89
TSph7,7/2/04,2004,July,33.26,0.00,0.00,465.93,0.38,0.00,0.00,11.77,39.59
TSph7,7/5/04,2004,July,28.10,0.00,0.00,393.65,0.28,0.00,0.00,8.67,45.39
TSph7,7/8/04,2004,July,28.42,0.00,0.00,398.01,0.23,0.00,0.00,7.12,55.87
TSph7,7/11/04,2004,July,32.89,0.00,0.00,460.73,0.64,0.00,0.00,19.82,23.24
TSph7,7/14/04,2004,July,37.95,0.00,0.00,531.52,0.37,0.00,0.00,11.46,46.38
TSph7,7/15/04,2004,July,35.34,0.00,0.00,494.99,0.34,0.00,0.00,10.53,47.00
TSph7,7/18/04,2004,July,41.49,0.00,0.00,581.19,0.14,0.00,0.00,4.34,134.03
TSph7,7/21/04,2004,July,40.57,0.00,0.00,568.26,0.12,0.00,0.00,3.72,152.89
TSph7,7/24/04,2004,July,45.88,0.00,0.00,642.60,0.18,0.00,0.00,5.58,115.26
TSph10,7/27/04,2004,July,43.11,0.00,0.00,603.86,0.19,0.00,0.00,5.76,104.81
TSph7,7/27/04,2004,July,54.93,0.00,0.00,769.38,0.25,0.00,0.00,7.74,99.36
TSph11,7/27/04,2004,July,17.54,0.00,0.00,245.70,0.25,0.00,0.00,7.81,31.48
TSph9,7/28/04,2004,July,34.53,0.00,0.00,483.68,0.13,0.00,0.00,4.06,119.20
TSph7,7/30/04,2004,July,51.18,0.00,0.00,716.82,0.14,0.00,0.00,4.34,165.31
TSph3,7/31/04,2004,July,326.62,0.00,0.00,4574.95,0.29,0.00,0.00,8.98,509.32
TSph7,8/2/04,2004,August,58.50,0.00,0.00,819.44,0.14,0.00,0.00,4.34,188.97
TSph3,8/3/04,2004,August,289.58,0.00,0.00,4056.15,0.32,0.00,0.00,9.91,409.23
TSph7,8/5/04,2004,August,74.91,0.00,0.00,1049.29,0.19,0.00,0.00,5.89,178.30
TSph3,8/6/04,2004,August,275.03,0.00,0.00,3852.33,0.10,0.00,0.00,3.10,1243.73
TSph7,8/8/04,2004,August,64.65,0.00,0.00,905.50,0.22,0.00,0.00,6.81,132.88
TSph3,8/9/04,2004,August,178.21,0.00,0.00,2496.19,0.16,0.00,0.00,4.96,503.69
TSph7,8/11/04,2004,August,81.91,0.00,0.00,1147.29,0.34,0.00,0.00,10.53,108.94
TSph3,8/12/04,2004,August,65.97,0.00,0.00,924.07,0.14,0.00,0.00,4.34,213.10
TSph7,8/14/04,2004,August,81.35,0.00,0.00,1139.46,0.28,0.00,0.00,8.67,131.38
TSph3,8/15/04,2004,August,52.76,0.00,0.00,738.94,0.12,0.00,0.00,3.72,198.81
TSph7,8/17/04,2004,August,67.22,0.00,0.00,941.55,0.35,0.00,0.00,10.84,86.85
TSph3,8/18/04,2004,August,56.78,0.00,0.00,795.28,0.15,0.00,0.00,4.65,171.17
TSph7,8/20/04,2004,August,67.19,0.00,0.00,941.19,0.37,0.00,0.00,11.46,82.13
TSph3,8/21/04,2004,August,17.19,0.00,0.00,240.77,0.14,0.00,0.00,4.34,55.52
TSph7,8/22/04,2004,August,70.07,0.00,0.00,981.53,0.42,0.00,0.00,13.01,75.45
TSph3,8/24/04,2004,August,27.75,0.00,0.00,388.68,0.09,0.00,0.00,2.79,139.43
TSph10,8/24/04,2004,August,26.90,0.00,0.00,376.79,0.16,0.00,0.00,4.89,76.99
TSph11,8/24/04,2004,August,16.98,0.00,0.00,237.85,1.12,0.00,0.00,34.57,6.88
TSph9,8/25/04,2004,August,41.57,0.00,0.00,582.28,0.22,0.00,0.00,6.69,87.03
TSph7,8/25/04,2004,August,77.50,0.00,0.00,1085.51,0.38,0.00,0.00,11.77,92.23
TSph3,8/27/04,2004,August,27.07,0.00,0.00,379.21,0.12,0.00,0.00,3.72,102.02
TSph7,8/28/04,2004,August,62.64,0.00,0.00,877.45,0.42,0.00,0.00,13.01,67.45
TSph3,8/30/04,2004,August,27.92,0.00,0.00,391.12,0.08,0.00,0.00,2.48,157.84
TSph7,8/31/04,2004,August,65.54,0.00,0.00,917.95,0.33,0.00,0.00,10.22,89.81
TSph3,9/2/04,2004,September,23.51,0.00,0.00,329.32,0.21,0.00,0.00,6.50,50.63
TSph7,9/3/04,2004,September,58.34,0.00,0.00,817.15,0.24,0.00,0.00,7.43,109.92
TSph3,9/5/04,2004,September,26.40,0.00,0.00,369.78,0.13,0.00,0.00,4.03,91.84
TSph7,9/6/04,2004,September,50.24,0.00,0.00,703.64,0.20,0.00,0.00,6.19,113.59
TSph3,9/8/04,2004,September,19.77,0.00,0.00,276.92,0.11,0.00,0.00,3.41,81.28
TSph7,9/9/04,2004,September,44.78,0.00,0.00,627.22,0.21,0.00,0.00,6.50,96.43
TSph3,9/11/04,2004,September,19.90,0.00,0.00,278.78,0.10,0.00,0.00,3.10,90.00
TSph7,9/12/04,2004,September,44.16,0.00,0.00,618.61,0.21,0.00,0.00,6.50,95.10
TSph3,9/14/04,2004,September,23.30,0.00,0.00,326.32,0.23,0.00,0.00,7.12,45.81
TSph7,9/15/04,2004,September,40.24,0.00,0.00,563.60,0.20,0.00,0.00,6.19,90.98
TSph3,9/17/04,2004,September,20.54,0.00,0.00,287.72,0.15,0.00,0.00,4.65,61.93
TSph7,9/18/04,2004,September,36.69,0.00,0.00,513.93,0.24,0.00,0.00,7.43,69.13
TSph3,9/20/04,2004,September,22.82,0.00,0.00,319.60,0.07,0.00,0.00,2.17,147.40
TSph3,9/23/04,2004,September,23.79,0.00,0.00,333.18,0.11,0.00,0.00,3.41,97.79
TSph7,9/24/04,2004,September,37.53,0.00,0.00,525.65,0.29,0.00,0.00,8.98,58.52
TSph3,9/26/04,2004,September,49.41,0.00,0.00,692.03,0.13,0.00,0.00,4.03,171.86
TSph7,9/27/04,2004,September,40.70,0.00,0.00,570.06,0.17,0.00,0.00,5.27,108.26
TSph3,9/28/04,2004,September,31.57,0.00,0.00,442.19,0.12,0.00,0.00,3.72,118.97
TSph10,9/28/04,2004,September,33.45,0.00,0.00,468.55,0.16,0.00,0.00,4.89,95.74
TSph11,9/28/04,2004,September,22.05,0.00,0.00,308.81,0.21,0.00,0.00,6.47,47.70
TSph9,9/29/04,2004,September,35.21,0.00,0.00,493.14,0.14,0.00,0.00,4.37,112.92
TSph3,10/1/04,2004,October,27.75,0.00,0.00,388.69,0.06,0.00,0.00,1.86,209.15
TSph7,10/3/04,2004,October,52.54,0.00,0.00,735.93,0.53,0.00,0.00,16.42,44.83
TSph3,10/4/04,2004,October,22.94,0.00,0.00,321.32,0.08,0.00,0.00,2.48,129.67
TSph7,10/6/04,2004,October,59.31,0.00,0.00,830.70,0.39,0.00,0.00,12.08,68.77
TSph3,10/7/04,2004,October,26.72,0.00,0.00,374.27,0.06,0.00,0.00,1.86,201.39
TSph7,10/9/04,2004,October,49.62,0.00,0.00,695.04,0.25,0.00,0.00,7.74,89.76
TSph3,10/10/04,2004,October,28.03,0.00,0.00,392.60,0.08,0.00,0.00,2.48,158.44
TSph7,10/12/04,2004,October,39.99,0.00,0.00,560.17,0.23,0.00,0.00,7.12,78.63
TSph3,10/13/04,2004,October,28.48,0.00,0.00,398.95,0.06,0.00,0.00,1.86,214.67
TSph7,10/15/04,2004,October,35.72,0.00,0.00,500.36,0.19,0.00,0.00,5.89,85.02
TSph3,10/16/04,2004,October,26.39,0.00,0.00,369.69,0.05,0.00,0.00,1.55,238.71
TSph7,10/18/04,2004,October,35.91,0.00,0.00,502.99,0.24,0.00,0.00,7.43,67.66
TSph3,10/19/04,2004,October,22.65,0.00,0.00,317.26,0.08,0.00,0.00,2.48,128.03
TSph7,10/21/04,2004,October,35.58,0.00,0.00,498.41,0.62,0.00,0.00,19.20,25.95
TSph3,10/22/04,2004,October,25.02,0.00,0.00,350.39,0.06,0.00,0.00,1.86,188.54
TSph3,10/24/04,2004,October,25.50,0.00,0.00,357.18,0.10,0.00,0.00,3.10,115.32
TSph7,10/24/04,2004,October,28.78,0.00,0.00,403.14,0.29,0.00,0.00,8.98,44.88
TSph11,10/26/04,2004,October,16.64,0.00,0.00,233.06,0.18,0.00,0.00,5.61,41.57
TSph9,10/27/04,2004,October,36.07,0.00,0.00,505.25,0.09,0.00,0.00,2.88,175.40
TSph10,10/27/04,2004,October,24.71,0.00,0.00,346.07,0.14,0.00,0.00,4.21,82.15
TSph7,10/27/04,2004,October,28.52,0.00,0.00,399.44,0.21,0.00,0.00,6.50,61.41
TSph3,10/28/04,2004,October,23.45,0.00,0.00,328.44,0.30,0.00,0.00,9.29,35.35
TSph7,10/30/04,2004,October,29.44,0.00,0.00,412.37,0.29,0.00,0.00,8.98,45.91
TSph3,10/31/04,2004,October,20.08,0.00,0.00,281.19,0.15,0.00,0.00,4.65,60.52
TSph7,11/2/04,2004,November,27.96,0.00,0.00,391.65,0.20,0.00,0.00,6.19,63.22
TSph3,11/3/04,2004,November,22.60,0.00,0.00,316.53,0.13,0.00,0.00,4.03,78.61
TSph7,11/4/04,2004,November,30.26,0.00,0.00,423.85,0.34,0.00,0.00,10.53,40.25
TSph3,11/6/04,2004,November,19.49,0.00,0.00,272.94,0.13,0.00,0.00,4.03,67.78
TSph7,11/7/04,2004,November,34.31,0.00,0.00,480.59,0.42,0.00,0.00,13.01,36.94
TSph3,11/9/04,2004,November,19.75,0.00,0.00,276.65,0.10,0.00,0.00,3.10,89.32
TSph7,11/10/04,2004,November,38.78,0.00,0.00,543.18,0.53,0.00,0.00,16.42,33.09
TSph3,11/11/04,2004,November,22.90,0.00,0.00,320.69,0.10,0.00,0.00,3.10,103.54
TSph7,11/13/04,2004,November,34.87,0.00,0.00,488.45,0.62,0.00,0.00,19.20,25.44
TSph3,11/14/04,2004,November,16.27,0.00,0.00,227.88,0.07,0.00,0.00,2.17,105.10
TSph7,11/16/04,2004,November,43.88,0.00,0.00,614.57,0.69,0.00,0.00,21.37,28.76
TSph3,11/17/04,2004,November,24.05,0.00,0.00,336.81,0.06,0.00,0.00,1.86,181.23
TSph7,11/19/04,2004,November,36.20,0.00,0.00,507.03,0.56,0.00,0.00,17.35,29.23
TSph3,11/20/04,2004,November,19.09,0.00,0.00,267.45,0.05,0.00,0.00,1.55,172.69
TSph7,11/22/04,2004,November,31.03,0.00,0.00,434.62,0.53,0.00,0.00,16.42,26.48
TSph3,11/23/04,2004,November,22.74,0.00,0.00,318.45,0.06,0.00,0.00,1.86,171.35
TSph7,11/25/04,2004,November,39.05,0.00,0.00,547.02,0.58,0.00,0.00,17.96,30.45
TSph3,11/26/04,2004,November,18.75,0.00,0.00,262.69,0.05,0.00,0.00,1.55,169.62
TSph7,11/28/04,2004,November,40.15,0.00,0.00,562.41,0.49,0.00,0.00,15.18,37.06
TSph3,11/29/04,2004,November,19.72,0.00,0.00,276.27,0.04,0.00,0.00,1.24,222.99
TSph10,11/29/04,2004,November,27.42,0.00,0.00,384.06,0.11,0.00,0.00,3.25,118.09
TSph11,11/29/04,2004,November,20.15,0.00,0.00,282.19,0.24,0.00,0.00,7.28,38.77
TSph9,11/30/04,2004,November,23.95,0.00,0.00,335.51,0.14,0.00,0.00,4.37,76.82
TSph7,12/1/04,2004,December,37.81,0.00,0.00,529.53,0.81,0.00,0.00,25.09,21.11
TSph3,12/2/04,2004,December,20.03,0.00,0.00,280.52,0.04,0.00,0.00,1.24,226.41
TSph7,12/4/04,2004,December,34.00,0.00,0.00,476.27,0.68,0.00,0.00,21.06,22.61
TSph3,12/5/04,2004,December,18.38,0.00,0.00,257.42,0.05,0.00,0.00,1.55,166.22
TSph7,12/7/04,2004,December,37.54,0.00,0.00,525.77,0.82,0.00,0.00,25.40,20.70
TSph3,12/8/04,2004,December,20.42,0.00,0.00,286.06,0.05,0.00,0.00,1.55,184.71
TSph7,12/8/04,2004,December,48.19,0.00,0.00,674.97,0.15,0.00,0.00,4.65,145.28
TSph3,12/11/04,2004,December,28.55,0.00,0.00,399.83,0.06,0.00,0.00,1.86,215.14
TSph7,12/11/04,2004,December,67.65,0.00,0.00,947.63,0.22,0.00,0.00,6.81,139.07
TSph3,12/14/04,2004,December,24.14,0.00,0.00,338.09,0.06,0.00,0.00,1.86,181.92
TSph10,12/14/04,2004,December,19.80,0.00,0.00,277.32,0.19,0.00,0.00,5.79,47.88
TSph11,12/14/04,2004,December,11.29,0.00,0.00,158.15,0.21,0.00,0.00,6.63,23.86
TSph7,12/14/04,2004,December,50.30,0.00,0.00,704.50,0.38,0.00,0.00,11.77,59.85
TSph3,12/15/04,2004,December,22.49,0.00,0.00,314.99,0.12,0.00,0.00,3.72,84.75
TSph9,12/15/04,2004,December,21.47,0.00,0.00,300.77,0.13,0.00,0.00,4.00,75.28
TSph7,12/17/04,2004,December,47.32,0.00,0.00,662.77,0.26,0.00,0.00,8.05,82.30
TSph7,12/20/04,2004,December,44.05,0.00,0.00,616.94,0.33,0.00,0.00,10.22,60.36
TSph7,12/23/04,2004,December,64.18,0.00,0.00,898.96,0.41,0.00,0.00,12.70,70.79
TSph7,12/26/04,2004,December,48.29,0.00,0.00,676.38,0.31,0.00,0.00,9.60,70.44
TSph7,12/29/04,2004,December,48.61,0.00,0.00,680.85,0.20,0.00,0.00,6.19,109.91
TSph7,1/1/05,2005,January,51.24,0.00,0.00,717.77,0.24,0.00,0.00,7.43,96.56
TSph7,1/4/05,2005,January,50.98,0.00,0.00,714.12,0.20,0.00,0.00,6.19,115.28
TSph7,1/7/05,2005,January,49.93,0.00,0.00,699.33,0.21,0.00,0.00,6.50,107.51
TSph7,1/10/05,2005,January,48.21,0.00,0.00,675.29,0.23,0.00,0.00,7.12,94.79
TSph7,1/13/05,2005,January,41.90,0.00,0.00,586.91,0.19,0.00,0.00,5.89,99.73
TSph7,1/16/05,2005,January,38.44,0.00,0.00,538.44,0.26,0.00,0.00,8.05,66.86
TSph7,1/19/05,2005,January,41.46,0.00,0.00,580.66,0.23,0.00,0.00,7.12,81.51
TSph7,1/22/05,2005,January,33.87,0.00,0.00,474.36,0.25,0.00,0.00,7.74,61.26
TSph10,1/24/05,2005,January,29.62,0.00,0.00,414.82,0.13,0.00,0.00,3.87,107.14
TSph11,1/24/05,2005,January,16.67,0.00,0.00,233.44,0.50,0.00,0.00,15.46,15.10
TSph9,1/25/05,2005,January,29.94,0.00,0.00,419.41,0.13,0.00,0.00,4.12,101.81
TSph7,1/25/05,2005,January,32.33,0.00,0.00,452.90,0.27,0.00,0.00,8.36,54.16
TSph7,1/27/05,2005,January,42.58,0.00,0.00,596.47,0.22,0.00,0.00,6.81,87.53
TSph7,1/30/05,2005,January,43.20,0.00,0.00,605.06,0.45,0.00,0.00,13.94,43.41
TSph7,2/2/05,2005,February,41.64,0.00,0.00,583.25,0.28,0.00,0.00,8.67,67.25
TSph7,2/5/05,2005,February,43.28,0.00,0.00,606.25,0.35,0.00,0.00,10.84,55.92
TSph7,2/8/05,2005,February,37.57,0.00,0.00,526.26,0.46,0.00,0.00,14.25,36.94
TSph7,2/11/05,2005,February,31.55,0.00,0.00,441.98,0.11,0.00,0.00,3.41,129.72
TSph7,2/14/05,2005,February,34.06,0.00,0.00,477.09,0.22,0.00,0.00,6.81,70.01
TSph7,2/17/05,2005,February,35.72,0.00,0.00,500.39,0.16,0.00,0.00,4.96,100.97
TSph7,2/20/05,2005,February,33.76,0.00,0.00,472.82,0.47,0.00,0.00,14.56,32.48
TSph10,2/21/05,2005,February,26.13,0.00,0.00,366.06,0.15,0.00,0.00,4.77,76.74
TSph11,2/21/05,2005,February,19.92,0.00,0.00,278.96,0.25,0.00,0.00,7.71,36.17
TSph9,2/22/05,2005,February,29.26,0.00,0.00,409.83,0.09,0.00,0.00,2.79,147.02
TSph7,2/22/05,2005,February,33.61,0.00,0.00,470.71,0.71,0.00,0.00,21.99,21.40
TSph7,2/25/05,2005,February,41.98,0.00,0.00,588.06,0.19,0.00,0.00,5.89,99.92
TSph7,2/28/05,2005,February,48.53,0.00,0.00,679.79,0.26,0.00,0.00,8.05,84.41
TSph7,3/3/05,2005,March,49.09,0.00,0.00,687.62,0.29,0.00,0.00,8.98,76.55
TSph7,3/6/05,2005,March,42.06,0.00,0.00,589.12,0.26,0.00,0.00,8.05,73.15
TSph7,3/9/05,2005,March,40.63,0.00,0.00,569.09,0.27,0.00,0.00,8.36,68.05
TSph7,3/12/05,2005,March,39.84,0.00,0.00,558.05,0.31,0.00,0.00,9.60,58.12
TSph7,3/15/05,2005,March,0.01,0.00,0.00,0.14,0.26,0.00,0.00,8.05,0.02
TSph7,3/18/05,2005,March,38.28,0.00,0.00,536.12,0.25,0.00,0.00,7.74,69.23
TSph10,3/21/05,2005,March,24.10,0.00,0.00,337.60,0.17,0.00,0.00,5.39,62.64
TSph11,3/21/05,2005,March,12.66,0.00,0.00,177.27,0.28,0.00,0.00,8.64,20.51
TSph7,3/21/05,2005,March,51.41,0.00,0.00,720.03,0.33,0.00,0.00,10.22,70.44
TSph9,3/22/05,2005,March,27.83,0.00,0.00,389.86,0.13,0.00,0.00,3.90,99.89
TSph7,3/24/05,2005,March,47.17,0.00,0.00,660.72,0.31,0.00,0.00,9.60,68.81
TSph7,3/27/05,2005,March,44.03,0.00,0.00,616.74,0.29,0.00,0.00,8.98,68.66
TSph7,3/30/05,2005,March,33.48,0.00,0.00,469.00,0.25,0.00,0.00,7.74,60.57
TSph7,4/2/05,2005,April,31.48,0.00,0.00,441.00,0.23,0.00,0.00,7.12,61.90
TSph7,4/5/05,2005,April,32.01,0.00,0.00,448.39,0.31,0.00,0.00,9.60,46.70
TSph7,4/8/05,2005,April,30.15,0.00,0.00,422.30,0.25,0.00,0.00,7.74,54.54
TSph7,4/11/05,2005,April,29.26,0.00,0.00,409.89,0.26,0.00,0.00,8.05,50.90
TSph7,4/14/05,2005,April,0.01,0.00,0.00,0.14,0.27,0.00,0.00,8.36,0.02
TSph7,4/17/05,2005,April,47.16,0.00,0.00,660.58,0.34,0.00,0.00,10.53,62.73
TSph9,4/20/05,2005,April,32.30,0.00,0.00,452.36,0.11,0.00,0.00,3.28,137.78
TSph7,4/20/05,2005,April,47.26,0.00,0.00,661.91,0.33,0.00,0.00,10.22,64.76
TSph10,4/21/05,2005,April,22.04,0.00,0.00,308.67,0.15,0.00,0.00,4.68,66.00
TSph11,4/21/05,2005,April,8.05,0.00,0.00,112.70,0.26,0.00,0.00,8.02,14.05
TSph7,4/23/05,2005,April,34.81,0.00,0.00,487.63,0.27,0.00,0.00,8.36,58.31
TSph7,4/26/05,2005,April,35.00,0.00,0.00,490.23,0.25,0.00,0.00,7.74,63.31
TSph7,4/29/05,2005,April,38.67,0.00,0.00,541.65,0.28,0.00,0.00,8.67,62.45
TSph7,5/2/05,2005,May,43.93,0.00,0.00,615.33,0.28,0.00,0.00,8.67,70.95
TSph7,5/5/05,2005,May,37.23,0.00,0.00,521.47,0.30,0.00,0.00,9.29,56.12
TSph7,5/8/05,2005,May,40.30,0.00,0.00,564.47,0.34,0.00,0.00,10.53,53.60
TSph7,5/11/05,2005,May,49.59,0.00,0.00,694.58,0.38,0.00,0.00,11.77,59.01
TSph7,5/14/05,2005,May,37.50,0.00,0.00,525.28,0.29,0.00,0.00,8.98,58.48
TSph7,5/17/05,2005,May,34.10,0.00,0.00,477.68,0.32,0.00,0.00,9.91,48.19
TSph7,5/20/05,2005,May,34.22,0.00,0.00,479.29,0.39,0.00,0.00,12.08,39.68
TSph7,5/23/05,2005,May,33.52,0.00,0.00,469.57,0.32,0.00,0.00,9.91,47.38
TSph7,5/24/05,2005,May,35.82,0.00,0.00,501.74,0.38,0.00,0.00,11.77,42.63
TSph9,5/25/05,2005,May,34.22,0.00,0.00,479.26,0.41,0.00,0.00,12.82,37.37
TSph10,5/26/05,2005,May,37.00,0.00,0.00,518.23,0.29,0.00,0.00,8.95,57.89
TSph11,5/26/05,2005,May,14.53,0.00,0.00,203.45,0.44,0.00,0.00,13.63,14.93
TSph7,5/27/05,2005,May,65.36,0.00,0.00,915.46,0.31,0.00,0.00,9.60,95.34
TSph7,5/30/05,2005,May,59.57,0.00,0.00,834.41,0.23,0.00,0.00,7.12,117.13
TSph7,6/2/05,2005,June,59.79,0.00,0.00,837.42,0.19,0.00,0.00,5.89,142.30
TSph7,6/5/05,2005,June,58.71,0.00,0.00,822.41,0.22,0.00,0.00,6.81,120.69
TSph7,6/8/05,2005,June,66.71,0.00,0.00,934.46,0.25,0.00,0.00,7.74,120.68
TSph3,6/11/05,2005,June,30.85,0.00,0.00,432.06,0.13,0.00,0.00,4.03,107.30
TSph7,6/11/05,2005,June,64.50,0.00,0.00,903.45,0.23,0.00,0.00,7.12,126.82
TSph10,6/13/05,2005,June,48.72,0.00,0.00,682.35,0.17,0.00,0.00,5.39,126.61
TSph11,6/13/05,2005,June,32.87,0.00,0.00,460.47,0.21,0.00,0.00,6.44,71.47
TSph3,6/14/05,2005,June,34.22,0.00,0.00,479.35,0.09,0.00,0.00,2.79,171.95
TSph9,6/14/05,2005,June,42.16,0.00,0.00,590.56,0.14,0.00,0.00,4.24,139.17
TSph7,6/14/05,2005,June,67.79,0.00,0.00,949.48,0.70,0.00,0.00,21.68,43.79
TSph3,6/17/05,2005,June,37.10,0.00,0.00,519.67,0.07,0.00,0.00,2.17,239.68
TSph7,6/17/05,2005,June,62.64,0.00,0.00,877.44,0.54,0.00,0.00,16.73,52.46
TSph3,6/20/05,2005,June,23.86,0.00,0.00,334.22,0.05,0.00,0.00,1.55,215.81
TSph7,6/20/05,2005,June,107.14,0.00,0.00,1500.75,0.29,0.00,0.00,8.98,167.08
TSph7,6/21/05,2005,June,73.71,0.00,0.00,1032.51,0.48,0.00,0.00,14.87,69.45
TSph3,6/23/05,2005,June,18.31,0.00,0.00,256.51,0.07,0.00,0.00,2.17,118.31
TSph7,6/24/05,2005,June,40.96,0.00,0.00,573.66,0.19,0.00,0.00,5.89,97.48
TSph3,6/26/05,2005,June,16.67,0.00,0.00,233.51,0.06,0.00,0.00,1.86,125.65
TSph7,6/27/05,2005,June,35.45,0.00,0.00,496.55,0.18,0.00,0.00,5.58,89.06
TSph3,6/29/05,2005,June,18.82,0.00,0.00,263.54,0.05,0.00,0.00,1.55,170.17
TSph7,6/30/05,2005,June,29.59,0.00,0.00,414.41,0.18,0.00,0.00,5.58,74.33
TSph3,7/2/05,2005,July,19.30,0.00,0.00,270.38,0.06,0.00,0.00,1.86,145.49
TSph7,7/3/05,2005,July,28.13,0.00,0.00,393.97,0.33,0.00,0.00,10.22,38.54
TSph3,7/5/05,2005,July,20.13,0.00,0.00,282.00,0.11,0.00,0.00,3.41,82.77
TSph7,7/6/05,2005,July,34.26,0.00,0.00,479.91,0.36,0.00,0.00,11.15,43.04
TSph3,7/8/05,2005,July,21.82,0.00,0.00,305.67,0.09,0.00,0.00,2.79,109.65
TSph7,7/9/05,2005,July,32.50,0.00,0.00,455.24,0.28,0.00,0.00,8.67,52.49
TSph3,7/11/05,2005,July,19.72,0.00,0.00,276.18,0.07,0.00,0.00,2.17,127.38
TSph7,7/12/05,2005,July,31.58,0.00,0.00,442.38,0.39,0.00,0.00,12.08,36.62
TSph3,7/14/05,2005,July,18.03,0.00,0.00,252.57,0.07,0.00,0.00,2.17,116.49
TSph7,7/18/05,2005,July,62.44,0.00,0.00,874.60,0.30,0.00,0.00,9.29,94.12
TSph3,7/19/05,2005,July,16.31,0.00,0.00,228.48,0.13,0.00,0.00,4.03,56.74
TSph10,7/19/05,2005,July,21.33,0.00,0.00,298.80,0.21,0.00,0.00,6.38,46.83
TSph11,7/19/05,2005,July,7.94,0.00,0.00,111.19,0.24,0.00,0.00,7.53,14.77
TSph3,7/20/05,2005,July,17.77,0.00,0.00,248.96,0.11,0.00,0.00,3.41,73.07
TSph9,7/20/05,2005,July,25.59,0.00,0.00,358.40,0.16,0.00,0.00,4.83,74.17
TSph7,7/21/05,2005,July,68.66,0.00,0.00,961.78,0.29,0.00,0.00,8.98,107.07
TSph3,7/23/05,2005,July,23.00,0.00,0.00,322.19,0.23,0.00,0.00,7.12,45.23
TSph7,7/24/05,2005,July,102.26,0.00,0.00,1432.31,0.44,0.00,0.00,13.63,105.10
TSph3,7/26/05,2005,July,22.90,0.00,0.00,320.73,0.11,0.00,0.00,3.41,94.14
TSph7,7/27/05,2005,July,48.19,0.00,0.00,674.96,0.16,0.00,0.00,4.96,136.19
TSph3,7/29/05,2005,July,23.14,0.00,0.00,324.18,0.10,0.00,0.00,3.10,104.66
TSph7,7/30/05,2005,July,50.83,0.00,0.00,711.98,0.25,0.00,0.00,7.74,91.94
TSph3,8/1/05,2005,August,25.54,0.00,0.00,357.74,0.12,0.00,0.00,3.72,96.25
TSph7,8/2/05,2005,August,37.90,0.00,0.00,530.82,0.20,0.00,0.00,6.19,85.69
TSph3,8/4/05,2005,August,25.84,0.00,0.00,361.97,0.11,0.00,0.00,3.41,106.24
TSph7,8/5/05,2005,August,46.32,0.00,0.00,648.86,0.27,0.00,0.00,8.36,77.59
TSph3,8/7/05,2005,August,23.89,0.00,0.00,334.64,0.10,0.00,0.00,3.10,108.04
TSph7,8/8/05,2005,August,36.92,0.00,0.00,517.12,0.26,0.00,0.00,8.05,64.21
TSph3,8/10/05,2005,August,21.79,0.00,0.00,305.21,0.10,0.00,0.00,3.10,98.54
TSph7,8/11/05,2005,August,36.30,0.00,0.00,508.44,0.27,0.00,0.00,8.36,60.80
TSph3,8/13/05,2005,August,23.44,0.00,0.00,328.32,0.11,0.00,0.00,3.41,96.36
TSph7,8/14/05,2005,August,36.90,0.00,0.00,516.89,0.31,0.00,0.00,9.60,53.83
TSph9,8/15/05,2005,August,28.63,0.00,0.00,401.06,0.09,0.00,0.00,2.91,137.75
TSph3,8/16/05,2005,August,17.50,0.00,0.00,245.07,0.13,0.00,0.00,4.03,60.86
TSph10,8/17/05,2005,August,35.17,0.00,0.00,492.60,0.14,0.00,0.00,4.37,112.79
TSph3,8/17/05,2005,August,25.90,0.00,0.00,362.77,0.16,0.00,0.00,4.96,73.20
TSph11,8/17/05,2005,August,17.99,0.00,0.00,252.04,0.32,0.00,0.00,9.88,25.51
TSph7,8/17/05,2005,August,32.76,0.00,0.00,458.90,0.32,0.00,0.00,9.91,46.30
TSph3,8/20/05,2005,August,31.77,0.00,0.00,445.02,0.09,0.00,0.00,2.79,159.64
TSph7,8/20/05,2005,August,31.04,0.00,0.00,434.79,0.21,0.00,0.00,6.50,66.84
TSph7,8/22/05,2005,August,32.51,0.00,0.00,455.31,0.23,0.00,0.00,7.12,63.91
