SITENAME,DATE,YEAR,MONTH,TN_uM_L,TN_moles_L,TN_g_L,TN_ug_L,TP_uM_L,TP_moles_L,TP_g_L,TP_ug_L,NP
TSph3,8/23/05,2005,August,37.41,0.00,0.00,523.93,0.14,0.00,0.00,4.34,120.82
TSph7,8/25/05,2005,August,42.57,0.00,0.00,596.22,0.22,0.00,0.00,6.81,87.50
TSph3,8/26/05,2005,August,39.93,0.00,0.00,559.24,0.16,0.00,0.00,4.96,112.85
TSph7,8/28/05,2005,August,39.05,0.00,0.00,546.93,0.27,0.00,0.00,8.36,65.40
TSph3,8/29/05,2005,August,30.76,0.00,0.00,430.83,0.07,0.00,0.00,2.17,198.70
TSph7,8/31/05,2005,August,37.91,0.00,0.00,531.05,0.25,0.00,0.00,7.74,68.58
TSph3,9/1/05,2005,September,26.34,0.00,0.00,369.00,0.07,0.00,0.00,2.17,170.19
TSph7,9/3/05,2005,September,34.02,0.00,0.00,476.52,0.22,0.00,0.00,6.81,69.93
TSph3,9/4/05,2005,September,35.51,0.00,0.00,497.43,0.05,0.00,0.00,1.55,321.19
TSph10,9/5/05,2005,September,38.80,0.00,0.00,543.51,0.20,0.00,0.00,6.23,87.30
TSph11,9/5/05,2005,September,9.71,0.00,0.00,135.98,0.20,0.00,0.00,6.26,21.73
TSph9,9/6/05,2005,September,28.74,0.00,0.00,402.62,0.14,0.00,0.00,4.37,92.19
TSph7,9/6/05,2005,September,28.83,0.00,0.00,403.88,0.25,0.00,0.00,7.74,52.16
TSph3,9/7/05,2005,September,43.65,0.00,0.00,611.45,0.12,0.00,0.00,3.72,164.51
TSph7,9/9/05,2005,September,35.25,0.00,0.00,493.73,0.26,0.00,0.00,8.05,61.31
TSph3,9/10/05,2005,September,33.54,0.00,0.00,469.74,0.08,0.00,0.00,2.48,189.57
TSph7,9/12/05,2005,September,46.27,0.00,0.00,648.12,0.24,0.00,0.00,7.43,87.19
TSph3,9/13/05,2005,September,38.50,0.00,0.00,539.21,0.10,0.00,0.00,3.10,174.09
TSph3,9/14/05,2005,September,43.94,0.00,0.00,615.51,0.18,0.00,0.00,5.58,110.40
TSph7,9/15/05,2005,September,40.41,0.00,0.00,566.08,0.22,0.00,0.00,6.81,83.07
TSph3,9/17/05,2005,September,42.38,0.00,0.00,593.56,0.74,0.00,0.00,22.92,25.90
TSph7,9/18/05,2005,September,34.13,0.00,0.00,478.06,0.25,0.00,0.00,7.74,61.74
TSph3,9/20/05,2005,September,45.11,0.00,0.00,631.83,0.88,0.00,0.00,27.26,23.18
TSph7,9/21/05,2005,September,36.17,0.00,0.00,506.68,0.30,0.00,0.00,9.29,54.53
TSph3,9/23/05,2005,September,43.43,0.00,0.00,608.31,0.82,0.00,0.00,25.40,23.95
TSph7,9/24/05,2005,September,22.33,0.00,0.00,312.82,0.15,0.00,0.00,4.65,67.33
TSph3,9/26/05,2005,September,27.77,0.00,0.00,388.90,0.85,0.00,0.00,26.33,14.77
TSph7,9/27/05,2005,September,26.58,0.00,0.00,372.24,0.15,0.00,0.00,4.65,80.12
TSph3,9/29/05,2005,September,40.91,0.00,0.00,573.01,0.86,0.00,0.00,26.64,21.51
TSph7,9/30/05,2005,September,22.84,0.00,0.00,319.96,0.16,0.00,0.00,4.96,64.56
