Site,Date,Year,Salinity,TN_um_L,TN_moles_L,TN_g_L,TN_ug_L,TP_um_L,TP_moles_L,TP_g_L,TP_ug_L,NP_molar,NP_mass
SRS5,7/21/05,2005,14.60,0.00,0.000000,0.000000,0.01,0.64,0.000001,0.000020,19.82,0.00,0.00
SRS6,7/21/05,2005,22.80,0.00,0.000000,0.000000,0.01,0.00,0.000000,0.000000,0.03,1.00,0.45
SRS1,7/24/05,2005,0.00,33.47,0.000033,0.000469,468.84,0.14,0.000000,0.000004,4.34,239.09,108.12
SRS2,7/24/05,2005,0.00,64.33,0.000064,0.000901,901.07,0.22,0.000000,0.000007,6.81,292.41,132.23
SRS3,7/24/05,2005,0.00,43.34,0.000043,0.000607,607.05,0.09,0.000000,0.000003,2.79,481.54,217.76
SRS4,7/24/05,2005,1.00,61.44,0.000061,0.000861,860.59,0.28,0.000000,0.000009,8.67,219.43,99.23
SRS5,7/24/05,2005,15.60,85.87,0.000086,0.001203,1202.81,0.82,0.000001,0.000025,25.40,104.72,47.36
SRS6,7/24/05,2005,26.40,41.68,0.000042,0.000584,583.78,1.36,0.000001,0.000042,42.12,30.65,13.86
SRS1,7/27/05,2005,0.00,23.23,0.000023,0.000325,325.44,0.10,0.000000,0.000003,3.10,232.34,105.07
SRS2,7/27/05,2005,0.00,54.99,0.000055,0.000770,770.29,0.08,0.000000,0.000002,2.48,687.41,310.86
SRS3,7/27/05,2005,0.00,39.64,0.000040,0.000555,555.25,0.11,0.000000,0.000003,3.41,360.37,162.97
SRS4,7/27/05,2005,1.00,55.54,0.000056,0.000778,777.92,0.33,0.000000,0.000010,10.22,168.30,76.11
SRS5,7/27/05,2005,15.40,81.81,0.000082,0.001146,1145.91,0.71,0.000001,0.000022,21.99,115.23,52.11
SRS6,7/27/05,2005,27.50,84.32,0.000084,0.001181,1181.07,1.45,0.000001,0.000045,44.91,58.15,26.30
SRS1,7/30/05,2005,0.00,23.48,0.000023,0.000329,328.83,0.11,0.000000,0.000003,3.41,213.42,96.51
SRS2,7/30/05,2005,0.00,68.28,0.000068,0.000956,956.36,0.09,0.000000,0.000003,2.79,758.63,343.07
SRS3,7/30/05,2005,0.00,48.75,0.000049,0.000683,682.77,0.08,0.000000,0.000002,2.48,609.31,275.54
SRS4,7/30/05,2005,0.90,0.00,0.000000,0.000000,0.01,0.00,0.000000,0.000000,0.03,1.00,0.45
SRS5,7/30/05,2005,6.10,105.35,0.000105,0.001476,1475.60,0.44,0.000000,0.000014,13.63,239.43,108.27
SRS6,7/30/05,2005,21.20,109.93,0.000110,0.001540,1539.78,0.92,0.000001,0.000028,28.50,119.49,54.03
SRS1,8/2/05,2005,0.00,22.15,0.000022,0.000310,310.27,0.08,0.000000,0.000002,2.48,276.89,125.21
SRS2,8/2/05,2005,0.00,68.01,0.000068,0.000953,952.66,0.08,0.000000,0.000002,2.48,850.16,384.46
SRS3,8/2/05,2005,0.00,47.10,0.000047,0.000660,659.76,0.00,0.000000,0.000000,0.03,47102.00,21300.37
SRS4,8/2/05,2005,0.90,58.94,0.000059,0.000826,825.54,0.14,0.000000,0.000004,4.34,420.99,190.38
SRS5,8/2/05,2005,5.90,99.73,0.000100,0.001397,1396.92,0.51,0.000001,0.000016,15.80,195.55,88.43
SRS6,8/2/05,2005,17.10,80.60,0.000081,0.001129,1129.02,0.87,0.000001,0.000027,26.95,92.65,41.90
SRS1,8/5/05,2005,0.00,27.83,0.000028,0.000390,389.76,0.17,0.000000,0.000005,5.27,163.68,74.02
SRS2,8/5/05,2005,0.00,63.71,0.000064,0.000892,892.36,0.12,0.000000,0.000004,3.72,530.90,240.08
SRS3,8/5/05,2005,0.00,33.65,0.000034,0.000471,471.27,0.09,0.000000,0.000003,2.79,373.83,169.05
SRS4,8/5/05,2005,0.90,57.65,0.000058,0.000807,807.49,0.32,0.000000,0.000010,9.91,180.15,81.47
SRS5,8/5/05,2005,6.70,94.35,0.000094,0.001322,1321.59,0.58,0.000001,0.000018,17.96,162.68,73.56
SRS6,8/5/05,2005,20.60,67.17,0.000067,0.000941,940.78,1.02,0.000001,0.000032,31.59,65.85,29.78
SRS1,8/8/05,2005,0.00,29.11,0.000029,0.000408,407.67,0.12,0.000000,0.000004,3.72,242.54,109.68
SRS2,8/8/05,2005,0.00,68.58,0.000069,0.000961,960.54,0.11,0.000000,0.000003,3.41,623.42,281.92
SRS3,8/8/05,2005,0.00,35.11,0.000035,0.000492,491.73,0.12,0.000000,0.000004,3.72,292.55,132.30
SRS4,8/8/05,2005,0.90,47.17,0.000047,0.000661,660.77,0.30,0.000000,0.000009,9.29,157.25,71.11
SRS5,8/8/05,2005,5.30,130.96,0.000131,0.001834,1834.38,0.66,0.000001,0.000020,20.44,198.43,89.73
SRS6,8/8/05,2005,17.40,68.05,0.000068,0.000953,953.20,0.80,0.000001,0.000025,24.78,85.07,38.47
SRS1,8/11/05,2005,0.00,26.75,0.000027,0.000375,374.62,0.10,0.000000,0.000003,3.10,267.45,120.95
SRS2,8/11/05,2005,0.00,61.07,0.000061,0.000855,855.39,0.10,0.000000,0.000003,3.10,610.69,276.17
SRS3,8/11/05,2005,0.00,42.23,0.000042,0.000592,591.57,0.10,0.000000,0.000003,3.10,422.34,190.99
SRS4,8/11/05,2005,0.90,59.77,0.000060,0.000837,837.24,0.24,0.000000,0.000007,7.43,249.05,112.63
SRS5,8/11/05,2005,6.20,79.56,0.000080,0.001114,1114.37,0.46,0.000000,0.000014,14.25,172.95,78.21
SRS6,8/11/05,2005,17.30,39.13,0.000039,0.000548,548.05,0.59,0.000001,0.000018,18.27,66.32,29.99
SRS1,8/14/05,2005,0.00,28.69,0.000029,0.000402,401.90,0.16,0.000000,0.000005,4.96,179.33,81.10
SRS2,8/14/05,2005,0.00,61.45,0.000061,0.000861,860.70,0.10,0.000000,0.000003,3.10,614.48,277.88
SRS3,8/14/05,2005,0.00,35.49,0.000035,0.000497,497.04,0.11,0.000000,0.000003,3.41,322.59,145.88
SRS4,8/14/05,2005,0.80,63.24,0.000063,0.000886,885.76,0.18,0.000000,0.000006,5.58,351.32,158.87
SRS5,8/14/05,2005,3.60,71.97,0.000072,0.001008,1008.04,0.40,0.000000,0.000012,12.39,179.92,81.36
SRS6,8/14/05,2005,14.30,45.79,0.000046,0.000641,641.39,0.62,0.000001,0.000019,19.20,73.86,33.40
SRS1,8/17/05,2005,0.00,26.69,0.000027,0.000374,373.89,0.10,0.000000,0.000003,3.10,266.93,120.71
SRS2,8/17/05,2005,0.00,69.93,0.000070,0.000980,979.55,0.09,0.000000,0.000003,2.79,777.03,351.39
SRS3,8/17/05,2005,0.00,45.76,0.000046,0.000641,640.99,0.13,0.000000,0.000004,4.03,352.02,159.19
SRS4,8/17/05,2005,0.80,0.00,0.000000,0.000000,0.01,0.15,0.000000,0.000005,4.65,0.01,0.00
SRS5,8/17/05,2005,3.40,36.98,0.000037,0.000518,517.91,0.42,0.000000,0.000013,13.01,88.04,39.81
SRS6,8/17/05,2005,11.30,65.33,0.000065,0.000915,915.05,0.37,0.000000,0.000011,11.46,176.56,79.84
SRS1,8/20/05,2005,0.00,31.08,0.000031,0.000435,435.39,0.12,0.000000,0.000004,3.72,259.03,117.14
SRS2,8/20/05,2005,0.00,66.42,0.000066,0.000930,930.37,0.09,0.000000,0.000003,2.79,738.02,333.75
SRS3,8/20/05,2005,0.00,56.37,0.000056,0.000790,789.52,0.12,0.000000,0.000004,3.72,469.72,212.41
SRS4,8/20/05,2005,0.60,54.52,0.000055,0.000764,763.59,0.22,0.000000,0.000007,6.81,247.80,112.06
SRS5,8/20/05,2005,7.00,68.80,0.000069,0.000964,963.65,0.33,0.000000,0.000010,10.22,208.48,94.28
SRS6,8/20/05,2005,16.80,76.41,0.000076,0.001070,1070.33,0.60,0.000001,0.000019,18.58,127.36,57.59
SRS1,8/22/05,2005,0.00,37.47,0.000037,0.000525,524.87,0.13,0.000000,0.000004,4.03,288.25,130.35
SRS2,8/22/05,2005,0.00,71.19,0.000071,0.000997,997.10,0.13,0.000000,0.000004,4.03,547.58,247.63
SRS3,8/22/05,2005,0.00,63.21,0.000063,0.000885,885.37,0.13,0.000000,0.000004,4.03,486.22,219.88
SRS4,8/23/05,2005,0.50,77.71,0.000078,0.001088,1088.43,0.50,0.000001,0.000015,15.49,155.41,70.28
SRS5,8/23/05,2005,8.40,72.32,0.000072,0.001013,1012.96,0.36,0.000000,0.000011,11.15,200.88,90.84
SRS6,8/23/05,2005,16.90,26.71,0.000027,0.000374,374.08,0.73,0.000001,0.000023,22.61,36.58,16.54
SRS1,8/26/05,2005,0.00,61.10,0.000061,0.000856,855.80,0.13,0.000000,0.000004,4.03,469.98,212.54
SRS2,8/26/05,2005,0.00,73.94,0.000074,0.001036,1035.68,0.00,0.000000,0.000000,0.03,73940.00,33437.00
SRS3,8/26/05,2005,0.00,53.40,0.000053,0.000748,747.95,0.22,0.000000,0.000007,6.81,242.72,109.76
SRS4,8/26/05,2005,1.90,82.92,0.000083,0.001161,1161.47,0.54,0.000001,0.000017,16.73,153.56,69.44
SRS5,8/26/05,2005,7.60,36.45,0.000036,0.000510,510.49,0.19,0.000000,0.000006,5.89,191.82,86.74
SRS6,8/26/05,2005,16.70,23.19,0.000023,0.000325,324.81,0.64,0.000001,0.000020,19.82,36.23,16.39
SRS2,8/29/05,2005,0.00,27.82,0.000028,0.000390,389.66,0.11,0.000000,0.000003,3.41,252.90,114.37
SRS3,8/29/05,2005,0.00,28.00,0.000028,0.000392,392.25,0.13,0.000000,0.000004,4.03,215.42,97.41
SRS4,8/29/05,2005,1.50,54.50,0.000055,0.000763,763.42,0.19,0.000000,0.000006,5.89,286.86,129.72
SRS5,8/29/05,2005,2.70,33.92,0.000034,0.000475,475.05,0.34,0.000000,0.000011,10.53,99.75,45.11
SRS6,8/29/05,2005,8.90,20.53,0.000021,0.000288,287.51,0.51,0.000001,0.000016,15.80,40.25,18.20
SRS2,9/1/05,2005,0.00,47.51,0.000048,0.000665,665.49,0.12,0.000000,0.000004,3.72,395.93,179.04
SRS3,9/1/05,2005,0.00,57.39,0.000057,0.000804,803.88,0.00,0.000000,0.000000,0.03,57391.00,25953.24
SRS4,9/1/05,2005,0.40,31.01,0.000031,0.000434,434.34,0.27,0.000000,0.000008,8.36,114.85,51.94
SRS5,9/1/05,2005,1.00,61.13,0.000061,0.000856,856.30,0.42,0.000000,0.000013,13.01,145.56,65.82
SRS6,9/1/05,2005,8.40,35.56,0.000036,0.000498,498.13,1.21,0.000001,0.000037,37.48,29.39,13.29
SRS1,9/4/05,2005,0.00,33.69,0.000034,0.000472,471.85,0.16,0.000000,0.000005,4.96,210.54,95.21
SRS2,9/4/05,2005,0.00,42.67,0.000043,0.000598,597.72,0.24,0.000000,0.000007,7.43,177.80,80.41
SRS3,9/4/05,2005,0.00,41.76,0.000042,0.000585,584.89,0.12,0.000000,0.000004,3.72,347.98,157.36
SRS4,9/4/05,2005,0.30,29.11,0.000029,0.000408,407.69,0.24,0.000000,0.000007,7.43,121.28,54.84
SRS5,9/4/05,2005,1.80,53.07,0.000053,0.000743,743.31,1.31,0.000001,0.000041,40.58,40.51,18.32
SRS6,9/4/05,2005,8.10,54.70,0.000055,0.000766,766.18,1.46,0.000001,0.000045,45.22,37.47,16.94
SRS1,9/7/05,2005,0.00,36.14,0.000036,0.000506,506.14,0.16,0.000000,0.000005,4.96,225.84,102.13
SRS2,9/7/05,2005,0.00,59.98,0.000060,0.000840,840.17,0.23,0.000000,0.000007,7.12,260.79,117.93
SRS3,9/7/05,2005,0.00,32.05,0.000032,0.000449,448.91,0.11,0.000000,0.000003,3.41,291.35,131.76
SRS4,9/7/05,2005,0.30,48.07,0.000048,0.000673,673.25,0.23,0.000000,0.000007,7.12,208.98,94.50
SRS5,9/7/05,2005,3.40,40.41,0.000040,0.000566,566.04,0.76,0.000001,0.000024,23.54,53.17,24.05
SRS6,9/7/05,2005,9.90,25.41,0.000025,0.000356,355.85,0.82,0.000001,0.000025,25.40,30.98,14.01
SRS1,9/10/05,2005,0.00,48.99,0.000049,0.000686,686.22,0.16,0.000000,0.000005,4.96,306.19,138.47
SRS2,9/10/05,2005,0.00,49.07,0.000049,0.000687,687.30,0.15,0.000000,0.000005,4.65,327.12,147.93
SRS3,9/10/05,2005,0.00,69.27,0.000069,0.000970,970.26,0.12,0.000000,0.000004,3.72,577.25,261.04
SRS4,9/10/05,2005,0.30,50.61,0.000051,0.000709,708.89,0.56,0.000001,0.000017,17.35,90.38,40.87
SRS5,9/10/05,2005,3.80,58.62,0.000059,0.000821,821.13,0.30,0.000000,0.000009,9.29,195.41,88.37
SRS6,9/10/05,2005,12.80,20.72,0.000021,0.000290,290.25,0.75,0.000001,0.000023,23.23,27.63,12.49
SRS4,9/12/05,2005,0.30,68.30,0.000068,0.000957,956.71,0.23,0.000000,0.000007,7.12,296.97,134.29
SRS5,9/12/05,2005,1.00,45.49,0.000045,0.000637,637.12,0.28,0.000000,0.000009,8.67,162.45,73.46
SRS6,9/12/05,2005,9.00,29.15,0.000029,0.000408,408.29,0.70,0.000001,0.000022,21.68,41.64,18.83
SRS1,9/13/05,2005,0.00,57.56,0.000058,0.000806,806.21,0.17,0.000000,0.000005,5.27,338.58,153.11
SRS2,9/13/05,2005,0.00,36.49,0.000036,0.000511,511.07,0.11,0.000000,0.000003,3.41,331.70,150.00
SRS3,9/13/05,2005,0.00,36.43,0.000036,0.000510,510.32,0.11,0.000000,0.000003,3.41,331.21,149.78
SRS1,9/16/05,2005,0.00,65.74,0.000066,0.000921,920.86,0.19,0.000000,0.000006,5.89,346.02,156.47
SRS2,9/16/05,2005,0.00,66.23,0.000066,0.000928,927.70,0.13,0.000000,0.000004,4.03,509.47,230.39
SRS3,9/16/05,2005,0.00,46.72,0.000047,0.000654,654.37,0.11,0.000000,0.000003,3.41,424.70,192.06
SRS4,9/16/05,2005,0.30,42.33,0.000042,0.000593,592.96,0.27,0.000000,0.000008,8.36,156.79,70.90
SRS5,9/16/05,2005,7.00,31.30,0.000031,0.000438,438.46,0.55,0.000001,0.000017,17.04,56.91,25.74
SRS6,9/16/05,2005,16.00,30.54,0.000031,0.000428,427.80,2.15,0.000002,0.000067,66.59,14.21,6.42
SRS1,9/19/05,2005,0.00,44.33,0.000044,0.000621,620.92,0.19,0.000000,0.000006,5.89,233.31,105.51
SRS2,9/19/05,2005,0.00,44.76,0.000045,0.000627,627.00,0.13,0.000000,0.000004,4.03,344.33,155.71
SRS3,9/19/05,2005,0.00,52.79,0.000053,0.000739,739.44,0.12,0.000000,0.000004,3.72,439.93,198.94
SRS4,9/19/05,2005,0.30,39.86,0.000040,0.000558,558.38,0.30,0.000000,0.000009,9.29,132.88,60.09
SRS5,9/19/05,2005,6.40,31.34,0.000031,0.000439,438.91,0.57,0.000001,0.000018,17.66,54.97,24.86
SRS6,9/19/05,2005,15.50,31.58,0.000032,0.000442,442.33,1.44,0.000001,0.000045,44.60,21.93,9.92
SRS1,9/22/05,2005,0.00,50.50,0.000051,0.000707,707.40,0.22,0.000000,0.000007,6.81,229.56,103.81
SRS2,9/22/05,2005,0.00,34.61,0.000035,0.000485,484.82,0.14,0.000000,0.000004,4.34,247.24,111.80
SRS3,9/22/05,2005,0.00,31.33,0.000031,0.000439,438.90,0.18,0.000000,0.000006,5.58,174.08,78.72
SRS4,9/22/05,2005,0.30,29.29,0.000029,0.000410,410.29,0.16,0.000000,0.000005,4.96,183.08,82.79
SRS5,9/22/05,2005,3.00,28.79,0.000029,0.000403,403.22,0.32,0.000000,0.000010,9.91,89.96,40.68
SRS6,9/22/05,2005,7.90,42.69,0.000043,0.000598,597.99,2.60,0.000003,0.000081,80.53,16.42,7.43
SRS1,9/23/05,2005,0.00,74.35,0.000074,0.001041,1041.45,0.21,0.000000,0.000007,6.50,354.06,160.11
SRS2,9/23/05,2005,0.00,34.50,0.000035,0.000483,483.28,0.12,0.000000,0.000004,3.72,287.53,130.02
SRS4,9/25/05,2005,0.20,31.02,0.000031,0.000434,434.47,0.14,0.000000,0.000004,4.34,221.56,100.19
SRS5,9/25/05,2005,1.10,31.47,0.000031,0.000441,440.80,0.34,0.000000,0.000011,10.53,92.56,41.86
SRS6,9/25/05,2005,8.60,29.74,0.000030,0.000417,416.58,1.03,0.000001,0.000032,31.90,28.87,13.06
SRS1,9/26/05,2005,0.00,23.93,0.000024,0.000335,335.22,0.25,0.000000,0.000008,7.74,95.73,43.29
SRS2,9/26/05,2005,0.00,23.85,0.000024,0.000334,334.00,0.20,0.000000,0.000006,6.19,119.23,53.92
SRS3,9/26/05,2005,0.00,21.21,0.000021,0.000297,297.05,0.31,0.000000,0.000010,9.60,68.41,30.94
SRS4,9/28/05,2005,0.30,30.02,0.000030,0.000420,420.46,0.16,0.000000,0.000005,4.96,187.61,84.84
SRS5,9/28/05,2005,2.00,25.04,0.000025,0.000351,350.78,0.22,0.000000,0.000007,6.81,113.83,51.48
SRS6,9/28/05,2005,11.00,30.21,0.000030,0.000423,423.14,0.71,0.000001,0.000022,21.99,42.55,19.24
SRS1,9/29/05,2005,0.00,25.51,0.000026,0.000357,357.33,0.23,0.000000,0.000007,7.12,110.92,50.16
SRS2,9/29/05,2005,0.00,23.54,0.000024,0.000330,329.72,0.25,0.000000,0.000008,7.74,94.16,42.58
SRS3,9/29/05,2005,0.00,21.57,0.000022,0.000302,302.07,0.24,0.000000,0.000007,7.43,89.86,40.64
SRS4,10/1/05,2005,0.30,27.02,0.000027,0.000378,378.48,0.19,0.000000,0.000006,5.89,142.22,64.31
SRS5,10/1/05,2005,0.90,25.84,0.000026,0.000362,361.95,0.24,0.000000,0.000007,7.43,107.67,48.69
SRS6,10/1/05,2005,10.20,27.40,0.000027,0.000384,383.79,0.65,0.000001,0.000020,20.13,42.15,19.06
SRS1,10/2/05,2005,0.00,26.67,0.000027,0.000374,373.62,0.24,0.000000,0.000007,7.43,111.14,50.26
SRS2,10/2/05,2005,0.00,33.39,0.000033,0.000468,467.68,0.21,0.000000,0.000007,6.50,159.00,71.90
SRS3,10/2/05,2005,0.00,26.22,0.000026,0.000367,367.24,0.27,0.000000,0.000008,8.36,97.10,43.91
SRS4,10/4/05,2005,0.30,28.06,0.000028,0.000393,393.01,0.27,0.000000,0.000008,8.36,103.92,46.99
SRS5,10/4/05,2005,1.10,29.91,0.000030,0.000419,418.89,0.23,0.000000,0.000007,7.12,130.03,58.80
SRS6,10/4/05,2005,7.70,25.78,0.000026,0.000361,361.07,0.47,0.000000,0.000015,14.56,54.85,24.80
SRS1,10/5/05,2005,0.00,22.27,0.000022,0.000312,311.88,0.24,0.000000,0.000007,7.43,92.78,41.95
SRS2,10/5/05,2005,0.00,33.54,0.000034,0.000470,469.78,0.32,0.000000,0.000010,9.91,104.81,47.40
SRS3,10/5/05,2005,0.00,20.61,0.000021,0.000289,288.70,0.31,0.000000,0.000010,9.60,66.49,30.07
SRS4,10/7/05,2005,0.30,31.77,0.000032,0.000445,445.04,0.18,0.000000,0.000006,5.58,176.52,79.82
SRS5,10/7/05,2005,6.40,25.39,0.000025,0.000356,355.61,0.37,0.000000,0.000011,11.46,68.62,31.03
SRS6,10/7/05,2005,12.70,22.28,0.000022,0.000312,312.03,0.53,0.000001,0.000016,16.42,42.03,19.01
SRS1,10/8/05,2005,0.00,23.80,0.000024,0.000333,333.39,0.24,0.000000,0.000007,7.43,99.18,44.85
SRS2,10/8/05,2005,0.00,24.48,0.000024,0.000343,342.84,0.22,0.000000,0.000007,6.81,111.25,50.31
SRS3,10/8/05,2005,0.00,18.00,0.000018,0.000252,252.08,0.28,0.000000,0.000009,8.67,64.28,29.07
SRS4,10/10/05,2005,0.20,25.51,0.000026,0.000357,357.35,0.15,0.000000,0.000005,4.65,170.08,76.91
SRS5,10/10/05,2005,3.70,21.95,0.000022,0.000307,307.45,0.25,0.000000,0.000008,7.74,87.80,39.70
SRS6,10/10/05,2005,11.60,24.72,0.000025,0.000346,346.18,0.48,0.000000,0.000015,14.87,51.49,23.28
SRS1,10/11/05,2005,0.00,34.18,0.000034,0.000479,478.72,0.29,0.000000,0.000009,8.98,117.85,53.29
SRS2,10/11/05,2005,0.00,21.92,0.000022,0.000307,307.08,0.23,0.000000,0.000007,7.12,95.32,43.10
SRS3,10/11/05,2005,0.00,19.61,0.000020,0.000275,274.66,0.30,0.000000,0.000009,9.29,65.36,29.56
SRS4,10/11/05,2005,0.20,28.32,0.000028,0.000397,396.62,0.17,0.000000,0.000005,5.27,166.56,75.32
SRS5,10/11/05,2005,0.20,29.48,0.000029,0.000413,412.98,0.23,0.000000,0.000007,7.12,128.19,57.97
SRS6,10/11/05,2005,6.50,47.09,0.000047,0.000660,659.52,0.67,0.000001,0.000021,20.75,70.28,31.78
SRS1,10/14/05,2005,0.00,26.77,0.000027,0.000375,374.90,0.32,0.000000,0.000010,9.91,83.64,37.82
SRS2,10/14/05,2005,0.00,23.42,0.000023,0.000328,328.04,0.24,0.000000,0.000007,7.43,97.58,44.13
SRS3,10/14/05,2005,0.00,28.69,0.000029,0.000402,401.80,0.29,0.000000,0.000009,8.98,98.92,44.73
SRS4,10/14/05,2005,0.30,25.84,0.000026,0.000362,361.95,0.41,0.000000,0.000013,12.70,63.03,28.50
SRS5,10/14/05,2005,1.90,22.94,0.000023,0.000321,321.32,0.51,0.000001,0.000016,15.80,44.98,20.34
SRS1,10/17/05,2005,0.00,37.88,0.000038,0.000531,530.54,0.28,0.000000,0.000009,8.67,135.28,61.17
SRS2,10/17/05,2005,0.00,25.89,0.000026,0.000363,362.60,0.29,0.000000,0.000009,8.98,89.27,40.37
SRS3,10/17/05,2005,0.00,23.49,0.000023,0.000329,329.05,0.24,0.000000,0.000007,7.43,97.88,44.26
SRS4,10/17/05,2005,0.30,24.93,0.000025,0.000349,349.14,0.51,0.000001,0.000016,15.80,48.87,22.10
SRS5,10/17/05,2005,2.00,30.07,0.000030,0.000421,421.16,0.42,0.000000,0.000013,13.01,71.59,32.37
SRS1,10/18/05,2005,0.00,38.83,0.000039,0.000544,543.91,0.38,0.000000,0.000012,11.77,102.19,46.21
SRS2,10/18/05,2005,0.00,37.14,0.000037,0.000520,520.19,0.33,0.000000,0.000010,10.22,112.54,50.89
SRS3,10/18/05,2005,0.00,25.08,0.000025,0.000351,351.32,0.28,0.000000,0.000009,8.67,89.58,40.51
SRS4,10/20/05,2005,0.30,26.22,0.000026,0.000367,367.24,0.40,0.000000,0.000012,12.39,65.55,29.64
SRS5,10/20/05,2005,6.40,36.26,0.000036,0.000508,507.92,0.79,0.000001,0.000024,24.47,45.90,20.76
SRS1,10/21/05,2005,0.00,19.78,0.000020,0.000277,276.99,0.12,0.000000,0.000004,3.72,164.79,74.52
SRS2,10/21/05,2005,0.00,20.53,0.000021,0.000288,287.62,0.09,0.000000,0.000003,2.79,228.16,103.18
SRS3,10/21/05,2005,0.00,16.65,0.000017,0.000233,233.24,0.08,0.000000,0.000002,2.48,208.15,94.13
SRS4,10/23/05,2005,0.30,33.90,0.000034,0.000475,474.80,0.48,0.000000,0.000015,14.87,70.62,31.94
SRS5,10/23/05,2005,3.90,24.05,0.000024,0.000337,336.91,0.55,0.000001,0.000017,17.04,43.73,19.78
SRS1,10/24/05,2005,0.00,18.86,0.000019,0.000264,264.12,0.08,0.000000,0.000002,2.48,235.70,106.59
SRS2,10/24/05,2005,0.00,38.26,0.000038,0.000536,535.96,0.00,0.000000,0.000000,0.03,38264.00,17303.67
SRS3,10/24/05,2005,0.00,21.60,0.000022,0.000302,302.50,0.30,0.000000,0.000009,9.29,71.99,32.55
SRS4,10/26/05,2005,7.70,31.36,0.000031,0.000439,439.27,0.00,0.000000,0.000000,0.03,31361.00,14182.01
SRS5,10/26/05,2005,9.40,22.28,0.000022,0.000312,312.08,1.11,0.000001,0.000034,34.38,20.07,9.08
SRS1,10/27/05,2005,0.00,18.33,0.000018,0.000257,256.68,0.12,0.000000,0.000004,3.72,152.71,69.06
SRS2,10/27/05,2005,0.00,26.77,0.000027,0.000375,374.95,0.13,0.000000,0.000004,4.03,205.92,93.12
SRS3,10/27/05,2005,0.00,19.50,0.000020,0.000273,273.18,0.15,0.000000,0.000005,4.65,130.02,58.80
SRS4,10/29/05,2005,1.80,20.50,0.000020,0.000287,287.09,0.49,0.000000,0.000015,15.18,41.83,18.92
SRS5,10/29/05,2005,4.00,24.39,0.000024,0.000342,341.67,0.74,0.000001,0.000023,22.92,32.96,14.91
SRS1,10/30/05,2005,0.00,18.95,0.000019,0.000265,265.38,0.13,0.000000,0.000004,4.03,145.74,65.91
SRS2,10/30/05,2005,0.00,19.16,0.000019,0.000268,268.32,0.12,0.000000,0.000004,3.72,159.63,72.19
SRS3,10/30/05,2005,0.00,21.70,0.000022,0.000304,303.92,0.22,0.000000,0.000007,6.81,98.63,44.60
SRS4,11/1/05,2005,1.20,26.59,0.000027,0.000372,372.39,0.48,0.000000,0.000015,14.87,55.39,25.05
SRS5,11/1/05,2005,2.70,21.43,0.000021,0.000300,300.10,0.64,0.000001,0.000020,19.82,33.48,15.14
SRS1,11/2/05,2005,0.00,16.12,0.000016,0.000226,225.81,0.08,0.000000,0.000002,2.48,201.51,91.13
SRS2,11/2/05,2005,0.00,21.48,0.000021,0.000301,300.86,0.14,0.000000,0.000004,4.34,153.42,69.38
SRS3,11/2/05,2005,0.00,17.33,0.000017,0.000243,242.78,0.21,0.000000,0.000007,6.50,82.54,37.33
SRS4,11/4/05,2005,0.90,21.87,0.000022,0.000306,306.33,0.51,0.000001,0.000016,15.80,42.88,19.39
SRS5,11/4/05,2005,10.00,27.05,0.000027,0.000379,378.82,1.64,0.000002,0.000051,50.80,16.49,7.46
SRS1,11/5/05,2005,0.00,18.24,0.000018,0.000255,255.45,0.10,0.000000,0.000003,3.10,182.37,82.47
SRS2,11/5/05,2005,0.00,20.50,0.000020,0.000287,287.10,0.15,0.000000,0.000005,4.65,136.65,61.79
SRS3,11/5/05,2005,0.00,18.83,0.000019,0.000264,263.68,0.23,0.000000,0.000007,7.12,81.85,37.01
SRS4,11/7/05,2005,0.80,22.04,0.000022,0.000309,308.66,0.64,0.000001,0.000020,19.82,34.43,15.57
SRS5,11/7/05,2005,5.30,34.32,0.000034,0.000481,480.73,0.89,0.000001,0.000028,27.57,38.56,17.44
SRS1,11/8/05,2005,0.00,20.56,0.000021,0.000288,288.00,0.14,0.000000,0.000004,4.34,146.86,66.41
SRS2,11/8/05,2005,0.00,23.11,0.000023,0.000324,323.73,0.12,0.000000,0.000004,3.72,192.60,87.10
SRS3,11/8/05,2005,0.00,17.82,0.000018,0.000250,249.63,0.22,0.000000,0.000007,6.81,81.01,36.63
SRS1,11/10/05,2005,0.00,29.86,0.000030,0.000418,418.19,0.16,0.000000,0.000005,4.96,186.60,84.38
SRS2,11/10/05,2005,0.00,20.97,0.000021,0.000294,293.67,0.19,0.000000,0.000006,5.89,110.35,49.90
SRS3,11/10/05,2005,0.00,18.61,0.000019,0.000261,260.64,0.20,0.000000,0.000006,6.19,93.04,42.07
SRS4,11/10/05,2005,0.70,20.30,0.000020,0.000284,284.36,0.56,0.000001,0.000017,17.35,36.25,16.39
SRS5,11/10/05,2005,3.70,23.44,0.000023,0.000328,328.28,0.73,0.000001,0.000023,22.61,32.11,14.52
SRS1,11/13/05,2005,0.00,31.60,0.000032,0.000443,442.68,0.22,0.000000,0.000007,6.81,143.65,64.96
SRS2,11/13/05,2005,0.00,35.93,0.000036,0.000503,503.22,0.22,0.000000,0.000007,6.81,163.30,73.85
SRS3,11/13/05,2005,0.00,27.89,0.000028,0.000391,390.59,0.21,0.000000,0.000007,6.50,132.79,60.05
