SITENAME,DATE,YEAR,MONTH,TN_uM_L,TN_moles_L,TN_g_L,TN_ug_L,TP_uM_L,TP_moles_L,TP_g_L,TP_ug_L,NP
TSph7,1/17/09,2009,January,81.69,0.00,0.00,1144.23,0.32,0.00,0.00,9.91,115.44
TSph3,1/18/09,2009,January,57.50,0.00,0.00,805.35,0.18,0.00,0.00,5.58,144.45
TSph7,1/20/09,2009,January,79.45,0.00,0.00,1112.91,0.19,0.00,0.00,5.89,189.11
TSph7,1/23/09,2009,January,56.53,0.00,0.00,791.80,0.17,0.00,0.00,5.27,150.37
TSph3,1/24/09,2009,January,55.86,0.00,0.00,782.40,0.19,0.00,0.00,5.89,132.95
TSph7,1/26/09,2009,January,61.40,0.00,0.00,860.02,0.19,0.00,0.00,5.89,146.14
TSph7,1/29/09,2009,January,53.94,0.00,0.00,755.52,0.18,0.00,0.00,5.58,135.51
TSph3,1/30/09,2009,January,65.01,0.00,0.00,910.64,0.17,0.00,0.00,5.27,172.94
TSph7,2/1/09,2009,February,67.84,0.00,0.00,950.26,0.15,0.00,0.00,4.65,204.53
TSph7,2/4/09,2009,February,71.32,0.00,0.00,998.98,0.21,0.00,0.00,6.50,153.58
TSph3,2/5/09,2009,February,118.82,0.00,0.00,1664.34,0.18,0.00,0.00,5.58,298.52
TSph7,2/7/09,2009,February,66.96,0.00,0.00,937.85,0.21,0.00,0.00,6.50,144.18
TSph7,2/10/09,2009,February,69.04,0.00,0.00,967.10,0.25,0.00,0.00,7.74,124.89
TSph3,2/11/09,2009,February,90.38,0.00,0.00,1265.92,0.26,0.00,0.00,8.05,157.19
TSph3,2/12/09,2009,February,97.96,0.00,0.00,1372.14,0.24,0.00,0.00,7.43,184.58
TSph7,2/13/09,2009,February,60.41,0.00,0.00,846.12,0.25,0.00,0.00,7.74,109.27
TSph7,2/16/09,2009,February,70.67,0.00,0.00,989.90,0.28,0.00,0.00,8.67,114.14
TSph7,2/17/09,2009,February,100.93,0.00,0.00,1413.73,0.35,0.00,0.00,10.84,130.41
TSph9,2/18/09,2009,February,26.37,0.00,0.00,369.42,0.23,0.00,0.00,7.03,52.54
TSph10,2/18/09,2009,February,36.13,0.00,0.00,506.02,0.23,0.00,0.00,7.19,70.42
TSph11,2/18/09,2009,February,17.02,0.00,0.00,238.41,0.28,0.00,0.00,8.64,27.59
TSph7,2/20/09,2009,February,135.09,0.00,0.00,1892.18,0.40,0.00,0.00,12.39,152.72
TSph7,2/23/09,2009,February,133.41,0.00,0.00,1868.63,0.37,0.00,0.00,11.46,163.05
TSph7,2/26/09,2009,February,162.22,0.00,0.00,2272.24,0.41,0.00,0.00,12.70,178.93
TSph7,3/1/09,2009,March,169.36,0.00,0.00,2372.24,0.48,0.00,0.00,14.87,159.56
TSph7,3/3/09,2009,March,156.48,0.00,0.00,2191.77,0.39,0.00,0.00,12.08,181.44
TSph7,3/6/09,2009,March,108.95,0.00,0.00,1526.02,0.67,0.00,0.00,20.75,73.53
TSph7,3/9/09,2009,March,114.55,0.00,0.00,1604.50,0.30,0.00,0.00,9.29,172.67
TSph7,3/12/09,2009,March,128.01,0.00,0.00,1793.02,0.22,0.00,0.00,6.81,263.13
TSph7,3/15/09,2009,March,129.33,0.00,0.00,1811.50,0.25,0.00,0.00,7.74,233.94
TSph10,3/16/09,2009,March,21.32,0.00,0.00,298.67,0.14,0.00,0.00,4.27,69.87
TSph9,3/16/09,2009,March,16.69,0.00,0.00,233.82,0.15,0.00,0.00,4.49,52.06
TSph11,3/16/09,2009,March,11.51,0.00,0.00,161.26,0.23,0.00,0.00,7.12,22.64
TSph7,3/18/09,2009,March,135.30,0.00,0.00,1895.19,0.37,0.00,0.00,11.46,165.37
TSph7,3/21/09,2009,March,131.65,0.00,0.00,1844.04,0.28,0.00,0.00,8.67,212.62
TSph7,3/24/09,2009,March,133.28,0.00,0.00,1866.84,0.26,0.00,0.00,8.05,231.81
TSph7,3/27/09,2009,March,147.75,0.00,0.00,2069.52,0.38,0.00,0.00,11.77,175.83
TSph7,3/30/09,2009,March,155.59,0.00,0.00,2179.29,0.21,0.00,0.00,6.50,335.04
TSph7,4/2/09,2009,April,202.32,0.00,0.00,2833.87,0.20,0.00,0.00,6.19,457.46
TSph7,4/5/09,2009,April,223.60,0.00,0.00,3131.98,0.26,0.00,0.00,8.05,388.91
TSph7,4/11/09,2009,April,164.82,0.00,0.00,2308.59,0.26,0.00,0.00,8.05,286.67
TSph7,4/14/09,2009,April,113.43,0.00,0.00,1588.77,0.27,0.00,0.00,8.36,189.98
TSph9,4/16/09,2009,April,40.30,0.00,0.00,564.47,0.15,0.00,0.00,4.49,125.68
TSph10,4/16/09,2009,April,38.19,0.00,0.00,534.91,0.23,0.00,0.00,6.97,76.75
TSph11,4/16/09,2009,April,18.56,0.00,0.00,260.00,0.44,0.00,0.00,13.63,19.08
TSph7,4/17/09,2009,April,113.48,0.00,0.00,1589.51,0.26,0.00,0.00,8.05,197.38
TSph7,4/21/09,2009,April,123.58,0.00,0.00,1730.97,0.21,0.00,0.00,6.50,266.12
TSph7,4/24/09,2009,April,48.87,0.00,0.00,684.54,0.43,0.00,0.00,13.32,51.40
TSph7,4/30/09,2009,April,54.24,0.00,0.00,759.73,0.63,0.00,0.00,19.51,38.93
TSph7,5/3/09,2009,May,56.68,0.00,0.00,793.90,0.23,0.00,0.00,7.12,111.44
TSph7,5/6/09,2009,May,45.37,0.00,0.00,635.46,0.22,0.00,0.00,6.81,93.25
TSph7,5/9/09,2009,May,37.54,0.00,0.00,525.75,0.24,0.00,0.00,7.43,70.73
TSph7,5/12/09,2009,May,70.76,0.00,0.00,991.18,0.28,0.00,0.00,8.67,114.29
TSph7,5/15/09,2009,May,55.37,0.00,0.00,775.50,0.44,0.00,0.00,13.63,56.90
TSph7,5/18/09,2009,May,51.00,0.00,0.00,714.30,0.23,0.00,0.00,7.12,100.27
TSph10,5/19/09,2009,May,10.63,0.00,0.00,148.94,0.14,0.00,0.00,4.27,34.84
TSph9,5/19/09,2009,May,21.43,0.00,0.00,300.21,0.16,0.00,0.00,4.96,60.58
TSph11,5/19/09,2009,May,7.49,0.00,0.00,104.94,0.51,0.00,0.00,15.80,6.64
TSph7,5/21/09,2009,May,53.98,0.00,0.00,756.11,0.25,0.00,0.00,7.74,97.64
TSph7,5/24/09,2009,May,40.02,0.00,0.00,560.49,0.46,0.00,0.00,14.25,39.34
TSph7,5/26/09,2009,May,47.03,0.00,0.00,658.75,0.21,0.00,0.00,6.50,101.28
TSph7,6/1/09,2009,June,51.45,0.00,0.00,720.66,0.32,0.00,0.00,9.91,72.71
TSph7,6/7/09,2009,June,56.09,0.00,0.00,785.64,0.26,0.00,0.00,8.05,97.56
TSph7,6/10/09,2009,June,59.00,0.00,0.00,826.44,0.36,0.00,0.00,11.15,74.12
TSph7,6/13/09,2009,June,61.72,0.00,0.00,864.47,0.36,0.00,0.00,11.15,77.53
TSph9,6/15/09,2009,June,63.28,0.00,0.00,886.32,0.28,0.00,0.00,8.73,101.47
TSph10,6/15/09,2009,June,75.55,0.00,0.00,1058.21,0.33,0.00,0.00,10.07,105.12
TSph11,6/15/09,2009,June,24.86,0.00,0.00,348.19,0.57,0.00,0.00,17.78,19.58
TSph7,6/16/09,2009,June,58.10,0.00,0.00,813.78,0.50,0.00,0.00,15.49,52.55
TSph3,6/17/09,2009,June,129.86,0.00,0.00,1818.89,0.34,0.00,0.00,10.53,172.72
TSph7,6/21/09,2009,June,54.23,0.00,0.00,759.54,0.12,0.00,0.00,3.72,204.35
TSph3,6/23/09,2009,June,125.72,0.00,0.00,1760.99,0.17,0.00,0.00,5.27,334.43
TSph7,6/24/09,2009,June,56.00,0.00,0.00,784.39,0.10,0.00,0.00,3.10,253.24
TSph7,6/27/09,2009,June,51.44,0.00,0.00,720.45,0.07,0.00,0.00,2.17,332.28
TSph3,6/29/09,2009,June,131.97,0.00,0.00,1848.55,0.16,0.00,0.00,4.96,373.00
TSph7,6/30/09,2009,June,59.09,0.00,0.00,827.73,0.12,0.00,0.00,3.72,222.69
TSph7,7/3/09,2009,July,72.79,0.00,0.00,1019.61,0.29,0.00,0.00,8.98,113.51
TSph3,7/5/09,2009,July,144.85,0.00,0.00,2028.93,0.16,0.00,0.00,4.96,409.40
TSph7,7/6/09,2009,July,64.37,0.00,0.00,901.60,0.14,0.00,0.00,4.34,207.92
TSph7,7/7/09,2009,July,73.99,0.00,0.00,1036.31,0.22,0.00,0.00,6.81,152.08
TSph7,7/10/09,2009,July,71.42,0.00,0.00,1000.34,0.16,0.00,0.00,4.96,201.85
TSph3,7/11/09,2009,July,182.27,0.00,0.00,2553.07,0.20,0.00,0.00,6.19,412.13
TSph7,7/13/09,2009,July,78.62,0.00,0.00,1101.26,0.21,0.00,0.00,6.50,169.31
TSph7,7/16/09,2009,July,78.63,0.00,0.00,1101.37,0.18,0.00,0.00,5.58,197.54
TSph3,7/18/09,2009,July,48.45,0.00,0.00,678.70,0.17,0.00,0.00,5.27,128.89
TSph7,7/19/09,2009,July,80.07,0.00,0.00,1121.48,0.22,0.00,0.00,6.81,164.58
TSph9,7/21/09,2009,July,72.73,0.00,0.00,1018.67,0.20,0.00,0.00,6.19,164.44
TSph10,7/21/09,2009,July,59.04,0.00,0.00,827.03,0.29,0.00,0.00,9.08,91.13
TSph11,7/21/09,2009,July,28.83,0.00,0.00,403.77,0.62,0.00,0.00,19.20,21.03
TSph7,7/22/09,2009,July,76.99,0.00,0.00,1078.40,0.21,0.00,0.00,6.50,165.79
TSph3,7/24/09,2009,July,47.22,0.00,0.00,661.42,0.11,0.00,0.00,3.41,194.13
TSph7,7/25/09,2009,July,69.66,0.00,0.00,975.67,0.18,0.00,0.00,5.58,175.00
TSph7,7/28/09,2009,July,74.15,0.00,0.00,1038.55,0.15,0.00,0.00,4.65,223.53
TSph3,7/30/09,2009,July,46.48,0.00,0.00,651.03,0.11,0.00,0.00,3.41,191.08
TSph7,7/31/09,2009,July,69.18,0.00,0.00,968.95,0.16,0.00,0.00,4.96,195.52
TSph7,8/3/09,2009,August,68.70,0.00,0.00,962.28,0.17,0.00,0.00,5.27,182.75
TSph3,8/5/09,2009,August,48.13,0.00,0.00,674.10,0.15,0.00,0.00,4.65,145.09
TSph9,8/6/09,2009,August,13.08,0.00,0.00,183.14,0.14,0.00,0.00,4.21,43.48
TSph7,8/6/09,2009,August,65.80,0.00,0.00,921.60,0.19,0.00,0.00,5.89,156.60
TSph10,8/6/09,2009,August,30.01,0.00,0.00,420.31,0.21,0.00,0.00,6.35,66.19
TSph11,8/6/09,2009,August,13.56,0.00,0.00,189.86,0.34,0.00,0.00,10.62,17.87
TSph7,8/9/09,2009,August,75.95,0.00,0.00,1063.80,0.20,0.00,0.00,6.19,171.73
TSph3,8/11/09,2009,August,53.56,0.00,0.00,750.21,0.13,0.00,0.00,4.03,186.31
TSph7,8/12/09,2009,August,67.09,0.00,0.00,939.76,0.24,0.00,0.00,7.43,126.42
TSph7,8/14/09,2009,August,62.72,0.00,0.00,878.46,0.24,0.00,0.00,7.43,118.17
TSph3,8/16/09,2009,August,36.60,0.00,0.00,512.66,0.25,0.00,0.00,7.74,66.20
TSph7,8/17/09,2009,August,35.61,0.00,0.00,498.73,0.20,0.00,0.00,6.19,80.51
TSph7,8/20/09,2009,August,35.26,0.00,0.00,493.90,0.22,0.00,0.00,6.81,72.48
TSph3,8/22/09,2009,August,36.62,0.00,0.00,512.91,0.16,0.00,0.00,4.96,103.50
TSph7,8/23/09,2009,August,36.93,0.00,0.00,517.25,0.22,0.00,0.00,6.81,75.91
TSph7,8/26/09,2009,August,32.11,0.00,0.00,449.74,0.23,0.00,0.00,7.12,63.13
TSph3,8/28/09,2009,August,40.45,0.00,0.00,566.56,0.16,0.00,0.00,4.96,114.32
TSph7,8/29/09,2009,August,33.15,0.00,0.00,464.37,0.20,0.00,0.00,6.19,74.96
TSph7,9/1/09,2009,September,39.04,0.00,0.00,546.83,0.24,0.00,0.00,7.43,73.56
TSph3,9/3/09,2009,September,244.10,0.00,0.00,3419.07,0.23,0.00,0.00,7.12,479.94
TSph7,9/3/09,2009,September,35.76,0.00,0.00,500.85,0.24,0.00,0.00,7.43,67.37
TSph7,9/6/09,2009,September,36.09,0.00,0.00,505.57,0.25,0.00,0.00,7.74,65.29
TSph3,9/8/09,2009,September,144.82,0.00,0.00,2028.44,0.17,0.00,0.00,5.27,385.23
TSph7,9/9/09,2009,September,37.06,0.00,0.00,519.09,0.29,0.00,0.00,8.98,57.79
TSph7,9/12/09,2009,September,36.01,0.00,0.00,504.34,0.21,0.00,0.00,6.50,77.54
TSph3,9/14/09,2009,September,25.36,0.00,0.00,355.27,0.14,0.00,0.00,4.34,81.93
TSph9,9/15/09,2009,September,30.92,0.00,0.00,433.04,0.17,0.00,0.00,5.14,84.22
TSph10,9/15/09,2009,September,26.85,0.00,0.00,376.02,0.21,0.00,0.00,6.38,58.93
TSph7,9/15/09,2009,September,30.58,0.00,0.00,428.33,0.21,0.00,0.00,6.50,65.85
TSph11,9/15/09,2009,September,18.00,0.00,0.00,252.08,0.30,0.00,0.00,9.26,27.22
TSph7,9/18/09,2009,September,26.90,0.00,0.00,376.82,0.16,0.00,0.00,4.96,76.03
TSph3,9/20/09,2009,September,22.67,0.00,0.00,317.48,0.20,0.00,0.00,6.19,51.25
TSph7,9/21/09,2009,September,31.38,0.00,0.00,439.48,0.10,0.00,0.00,3.10,141.89
TSph7,9/24/09,2009,September,30.54,0.00,0.00,427.73,0.06,0.00,0.00,1.86,230.16
TSph3,9/26/09,2009,September,30.10,0.00,0.00,421.62,0.16,0.00,0.00,4.96,85.08
TSph7,9/27/09,2009,September,26.09,0.00,0.00,365.44,0.06,0.00,0.00,1.86,196.64
TSph7,9/30/09,2009,September,32.75,0.00,0.00,458.69,0.06,0.00,0.00,1.86,246.81
TSph3,10/2/09,2009,October,31.62,0.00,0.00,442.94,0.14,0.00,0.00,4.34,102.15
TSph7,10/3/09,2009,October,53.11,0.00,0.00,743.86,0.06,0.00,0.00,1.86,400.26
TSph7,10/6/09,2009,October,47.24,0.00,0.00,661.69,0.10,0.00,0.00,3.10,213.63
TSph3,10/7/09,2009,October,36.01,0.00,0.00,504.34,0.07,0.00,0.00,2.17,232.61
TSph7,10/9/09,2009,October,31.54,0.00,0.00,441.71,0.07,0.00,0.00,2.17,203.72
TSph7,10/13/09,2009,October,29.32,0.00,0.00,410.70,0.08,0.00,0.00,2.48,165.74
TSph3,10/13/09,2009,October,29.03,0.00,0.00,406.68,0.34,0.00,0.00,10.53,38.62
TSph7,10/16/09,2009,October,51.59,0.00,0.00,722.62,0.18,0.00,0.00,5.58,129.61
TSph7,10/19/09,2009,October,43.19,0.00,0.00,604.96,0.21,0.00,0.00,6.50,93.01
TSph3,10/19/09,2009,October,77.23,0.00,0.00,1081.77,0.21,0.00,0.00,6.50,166.31
TSph7,10/22/09,2009,October,45.89,0.00,0.00,642.74,0.15,0.00,0.00,4.65,138.34
TSph7,10/25/09,2009,October,59.02,0.00,0.00,826.72,0.09,0.00,0.00,2.79,296.56
TSph3,10/25/09,2009,October,73.05,0.00,0.00,1023.24,0.16,0.00,0.00,4.96,206.47
TSph7,10/28/09,2009,October,52.11,0.00,0.00,729.92,0.18,0.00,0.00,5.58,130.92
TSph9,10/29/09,2009,October,45.75,0.00,0.00,640.85,0.31,0.00,0.00,9.60,66.74
TSph10,10/29/09,2009,October,51.69,0.00,0.00,724.06,0.39,0.00,0.00,12.20,59.33
TSph11,10/29/09,2009,October,29.19,0.00,0.00,408.91,0.72,0.00,0.00,22.27,18.36
TSph7,10/31/09,2009,October,50.20,0.00,0.00,703.21,0.19,0.00,0.00,5.89,119.49
TSph3,10/31/09,2009,October,47.80,0.00,0.00,669.56,0.20,0.00,0.00,6.19,108.08
TSph7,11/3/09,2009,November,65.27,0.00,0.00,914.22,0.14,0.00,0.00,4.34,210.83
TSph7,11/6/09,2009,November,114.76,0.00,0.00,1607.50,0.15,0.00,0.00,4.65,345.99
TSph3,11/6/09,2009,November,36.57,0.00,0.00,512.21,0.25,0.00,0.00,7.74,66.15
TSph7,11/9/09,2009,November,11.94,0.00,0.00,167.19,0.15,0.00,0.00,4.65,35.98
TSph7,11/12/09,2009,November,49.88,0.00,0.00,698.70,0.19,0.00,0.00,5.89,118.72
TSph3,11/12/09,2009,November,55.37,0.00,0.00,775.57,0.35,0.00,0.00,10.84,71.54
TSph7,11/15/09,2009,November,108.18,0.00,0.00,1515.32,0.14,0.00,0.00,4.34,349.44
TSph3,11/16/09,2009,November,55.39,0.00,0.00,775.81,0.46,0.00,0.00,14.25,54.45
TSph7,11/18/09,2009,November,75.62,0.00,0.00,1059.15,0.16,0.00,0.00,4.96,213.72
TSph7,11/21/09,2009,November,75.66,0.00,0.00,1059.80,0.14,0.00,0.00,4.34,244.40
TSph3,11/22/09,2009,November,49.65,0.00,0.00,695.45,0.12,0.00,0.00,3.72,187.11
TSph7,11/23/09,2009,November,45.61,0.00,0.00,638.82,0.13,0.00,0.00,4.03,158.65
TSph10,11/23/09,2009,November,49.04,0.00,0.00,686.92,0.15,0.00,0.00,4.71,145.90
TSph9,11/23/09,2009,November,52.41,0.00,0.00,734.08,0.17,0.00,0.00,5.36,136.99
TSph11,11/23/09,2009,November,50.77,0.00,0.00,711.07,0.24,0.00,0.00,7.56,94.09
TSph7,11/26/09,2009,November,50.64,0.00,0.00,709.24,0.18,0.00,0.00,5.58,127.21
TSph3,11/28/09,2009,November,45.76,0.00,0.00,640.96,0.11,0.00,0.00,3.41,188.12
TSph7,11/29/09,2009,November,48.07,0.00,0.00,673.27,0.22,0.00,0.00,6.81,98.80
TSph3,12/2/09,2009,December,49.03,0.00,0.00,686.76,0.08,0.00,0.00,2.48,277.15
TSph7,12/2/09,2009,December,53.12,0.00,0.00,743.98,0.28,0.00,0.00,8.67,85.78
TSph7,12/5/09,2009,December,56.23,0.00,0.00,787.56,0.29,0.00,0.00,8.98,87.68
TSph7,12/7/09,2009,December,49.45,0.00,0.00,692.70,0.23,0.00,0.00,7.12,97.23
TSph3,12/8/09,2009,December,68.01,0.00,0.00,952.64,0.12,0.00,0.00,3.72,256.30
TSph7,12/10/09,2009,December,77.63,0.00,0.00,1087.31,0.15,0.00,0.00,4.65,234.03
TSph7,12/13/09,2009,December,71.32,0.00,0.00,998.92,0.16,0.00,0.00,4.96,201.56
TSph3,12/14/09,2009,December,85.14,0.00,0.00,1192.57,0.13,0.00,0.00,4.03,296.17
TSph10,12/14/09,2009,December,81.95,0.00,0.00,1147.85,0.14,0.00,0.00,4.43,259.15
TSph9,12/14/09,2009,December,69.92,0.00,0.00,979.34,0.21,0.00,0.00,6.47,151.28
TSph11,12/14/09,2009,December,33.62,0.00,0.00,470.96,0.26,0.00,0.00,8.18,57.59
TSph7,12/16/09,2009,December,74.76,0.00,0.00,1047.16,0.15,0.00,0.00,4.65,225.39
TSph7,12/19/09,2009,December,61.91,0.00,0.00,867.12,0.18,0.00,0.00,5.58,155.53
TSph3,12/20/09,2009,December,78.04,0.00,0.00,1093.13,0.11,0.00,0.00,3.41,320.84
TSph7,12/22/09,2009,December,67.55,0.00,0.00,946.12,0.18,0.00,0.00,5.58,169.70
TSph7,12/25/09,2009,December,59.93,0.00,0.00,839.48,0.15,0.00,0.00,4.65,180.69
TSph7,12/28/09,2009,December,60.95,0.00,0.00,853.74,0.18,0.00,0.00,5.58,153.13
TSph7,12/31/09,2009,December,67.83,0.00,0.00,950.05,0.16,0.00,0.00,4.96,191.70
TSph3,1/1/10,2010,January,90.62,0.00,0.00,1269.31,0.11,0.00,0.00,3.41,372.55
TSph7,1/3/10,2010,January,68.14,0.00,0.00,954.44,0.18,0.00,0.00,5.58,171.19
TSph7,1/6/10,2010,January,95.74,0.00,0.00,1341.07,0.23,0.00,0.00,7.12,188.25
TSph3,1/7/10,2010,January,66.22,0.00,0.00,927.56,0.15,0.00,0.00,4.65,199.64
TSph7,1/9/10,2010,January,76.17,0.00,0.00,1066.84,0.22,0.00,0.00,6.81,156.56
TSph7,1/12/10,2010,January,82.72,0.00,0.00,1158.67,0.17,0.00,0.00,5.27,220.05
TSph3,1/13/10,2010,January,76.85,0.00,0.00,1076.45,0.14,0.00,0.00,4.34,248.24
TSph7,1/15/10,2010,January,97.72,0.00,0.00,1368.79,0.20,0.00,0.00,6.19,220.96
TSph7,1/18/10,2010,January,58.90,0.00,0.00,825.05,0.56,0.00,0.00,17.35,47.57
TSph3,1/19/10,2010,January,95.08,0.00,0.00,1331.80,0.15,0.00,0.00,4.65,286.65
TSph7,1/19/10,2010,January,97.98,0.00,0.00,1372.39,0.48,0.00,0.00,14.87,92.31
TSph10,1/21/10,2010,January,7.04,0.00,0.00,98.57,0.18,0.00,0.00,5.64,17.48
TSph9,1/21/10,2010,January,8.12,0.00,0.00,113.78,0.19,0.00,0.00,5.98,19.03
TSph11,1/21/10,2010,January,5.67,0.00,0.00,79.38,0.47,0.00,0.00,14.46,5.49
TSph7,1/22/10,2010,January,63.91,0.00,0.00,895.23,0.12,0.00,0.00,3.72,240.86
TSph3,1/24/10,2010,January,51.65,0.00,0.00,723.43,0.15,0.00,0.00,4.65,155.71
TSph7,1/25/10,2010,January,58.00,0.00,0.00,812.36,0.10,0.00,0.00,3.10,262.27
TSph7,1/28/10,2010,January,62.06,0.00,0.00,869.20,0.16,0.00,0.00,4.96,175.39
TSph3,1/30/10,2010,January,52.13,0.00,0.00,730.20,0.15,0.00,0.00,4.65,157.16
TSph7,1/31/10,2010,January,62.44,0.00,0.00,874.64,0.17,0.00,0.00,5.27,166.10
TSph7,2/3/10,2010,February,60.53,0.00,0.00,847.82,0.17,0.00,0.00,5.27,161.01
TSph3,2/5/10,2010,February,45.85,0.00,0.00,642.21,0.15,0.00,0.00,4.65,138.22
TSph7,2/6/10,2010,February,68.81,0.00,0.00,963.81,0.18,0.00,0.00,5.58,172.87
TSph7,2/9/10,2010,February,65.21,0.00,0.00,913.33,0.16,0.00,0.00,4.96,184.29
TSph3,2/10/10,2010,February,48.97,0.00,0.00,685.94,0.11,0.00,0.00,3.41,201.32
TSph7,2/12/10,2010,February,63.34,0.00,0.00,887.25,0.17,0.00,0.00,5.27,168.50
TSph7,2/15/10,2010,February,65.14,0.00,0.00,912.46,0.18,0.00,0.00,5.58,163.66
TSph3,2/17/10,2010,February,121.11,0.00,0.00,1696.35,0.43,0.00,0.00,13.32,127.36
TSph7,2/18/10,2010,February,69.47,0.00,0.00,973.05,0.21,0.00,0.00,6.50,149.60
TSph7,2/21/10,2010,February,121.72,0.00,0.00,1704.89,0.34,0.00,0.00,10.53,161.89
TSph9,2/23/10,2010,February,24.46,0.00,0.00,342.54,0.11,0.00,0.00,3.41,100.54
TSph10,2/23/10,2010,February,13.15,0.00,0.00,184.14,0.17,0.00,0.00,5.23,35.18
TSph11,2/23/10,2010,February,7.81,0.00,0.00,109.37,0.34,0.00,0.00,10.50,10.42
TSph3,2/23/10,2010,February,122.13,0.00,0.00,1710.66,0.48,0.00,0.00,14.87,115.06
TSph7,2/24/10,2010,February,114.52,0.00,0.00,1604.11,0.23,0.00,0.00,7.12,225.17
TSph7,2/27/10,2010,February,125.16,0.00,0.00,1753.13,0.23,0.00,0.00,7.12,246.09
TSph3,3/1/10,2010,March,120.04,0.00,0.00,1681.40,0.59,0.00,0.00,18.27,92.01
TSph7,3/2/10,2010,March,111.97,0.00,0.00,1568.36,0.20,0.00,0.00,6.19,253.17
TSph7,3/5/10,2010,March,112.78,0.00,0.00,1579.74,0.23,0.00,0.00,7.12,221.75
TSph3,3/7/10,2010,March,102.44,0.00,0.00,1434.91,0.60,0.00,0.00,18.58,77.21
TSph7,3/8/10,2010,March,117.55,0.00,0.00,1646.47,0.23,0.00,0.00,7.12,231.11
TSph7,3/11/10,2010,March,95.67,0.00,0.00,1339.99,0.21,0.00,0.00,6.50,206.01
TSph3,3/13/10,2010,March,110.24,0.00,0.00,1544.10,0.66,0.00,0.00,20.44,75.53
TSph7,3/14/10,2010,March,100.33,0.00,0.00,1405.36,0.27,0.00,0.00,8.36,168.05
TSph7,3/17/10,2010,March,89.41,0.00,0.00,1252.39,0.26,0.00,0.00,8.05,155.51
TSph3,3/18/10,2010,March,120.51,0.00,0.00,1688.03,0.57,0.00,0.00,17.66,95.61
TSph7,3/20/10,2010,March,87.34,0.00,0.00,1223.30,0.33,0.00,0.00,10.22,119.68
TSph7,3/23/10,2010,March,84.00,0.00,0.00,1176.57,0.33,0.00,0.00,10.22,115.11
TSph10,3/24/10,2010,March,42.00,0.00,0.00,588.29,0.24,0.00,0.00,7.28,80.82
TSph9,3/24/10,2010,March,64.02,0.00,0.00,896.73,0.24,0.00,0.00,7.37,121.64
TSph11,3/24/10,2010,March,22.88,0.00,0.00,320.44,0.29,0.00,0.00,9.08,35.31
TSph3,3/25/10,2010,March,173.32,0.00,0.00,2427.72,0.19,0.00,0.00,5.89,412.52
TSph7,3/26/10,2010,March,85.37,0.00,0.00,1195.79,0.31,0.00,0.00,9.60,124.54
TSph7,3/29/10,2010,March,88.02,0.00,0.00,1232.84,0.34,0.00,0.00,10.53,117.07
TSph3,3/31/10,2010,March,185.60,0.00,0.00,2599.73,0.21,0.00,0.00,6.50,399.68
TSph7,4/1/10,2010,April,102.58,0.00,0.00,1436.88,0.51,0.00,0.00,15.80,90.96
TSph7,4/4/10,2010,April,92.07,0.00,0.00,1289.58,0.28,0.00,0.00,8.67,148.69
TSph3,4/6/10,2010,April,204.33,0.00,0.00,2861.99,0.20,0.00,0.00,6.19,462.00
TSph3,4/12/10,2010,April,45.06,0.00,0.00,631.21,0.17,0.00,0.00,5.27,119.88
TSph7,4/15/10,2010,April,85.32,0.00,0.00,1195.13,0.27,0.00,0.00,8.36,142.91
TSph3,4/18/10,2010,April,54.06,0.00,0.00,757.15,0.16,0.00,0.00,4.96,152.78
TSph7,4/18/10,2010,April,74.21,0.00,0.00,1039.43,0.24,0.00,0.00,7.43,139.83
TSph9,4/21/10,2010,April,66.44,0.00,0.00,930.60,0.16,0.00,0.00,4.89,190.15
TSph10,4/21/10,2010,April,49.62,0.00,0.00,694.99,0.18,0.00,0.00,5.42,128.22
TSph7,4/21/10,2010,April,67.46,0.00,0.00,944.91,0.26,0.00,0.00,8.05,117.33
TSph11,4/21/10,2010,April,37.44,0.00,0.00,524.39,0.31,0.00,0.00,9.60,54.61
TSph3,4/24/10,2010,April,46.75,0.00,0.00,654.83,0.19,0.00,0.00,5.89,111.27
TSph7,4/24/10,2010,April,68.42,0.00,0.00,958.40,0.25,0.00,0.00,7.74,123.77
TSph7,4/27/10,2010,April,71.39,0.00,0.00,1000.02,0.26,0.00,0.00,8.05,124.18
TSph3,4/30/10,2010,April,45.10,0.00,0.00,631.76,0.15,0.00,0.00,4.65,135.98
TSph7,4/30/10,2010,April,72.97,0.00,0.00,1022.15,0.25,0.00,0.00,7.74,132.00
TSph7,5/3/10,2010,May,81.69,0.00,0.00,1144.22,0.26,0.00,0.00,8.05,142.08
TSph7,5/4/10,2010,May,84.77,0.00,0.00,1187.43,0.30,0.00,0.00,9.29,127.79
TSph3,5/5/10,2010,May,51.85,0.00,0.00,726.30,0.14,0.00,0.00,4.34,167.49
TSph7,5/7/10,2010,May,85.63,0.00,0.00,1199.46,0.08,0.00,0.00,2.48,484.06
TSph7,5/10/10,2010,May,85.38,0.00,0.00,1195.85,0.36,0.00,0.00,11.15,107.24
TSph3,5/12/10,2010,May,123.83,0.00,0.00,1734.46,0.12,0.00,0.00,3.72,466.64
TSph7,5/13/10,2010,May,69.45,0.00,0.00,972.72,0.24,0.00,0.00,7.43,130.85
