source,Meand13C,SDd13C,Meand15N,SDd15N,Meand34S,SDd34S,n,Concd13C,Concd15N,Concd34S
SPOM,-16.8,0.80713485,3.5225,0.198725103,8.7825,9.808045592,4,12.95376978,1.097567462,0.3425
Mangrove,-26.52142857,0.822342763,1.311428571,2.477710156,-9.254285714,2.681379354,4,41.60024916,1.004231899,0.7
Epiphytes,-15.00416667,4.758209095,3.631666667,1.382690614,11.572,3.589438675,13,11.97026066,0.910277225,0.596284265
Seagrass,-9.4,1.95,3.07,2.86,4.3,1.12,17,31.04,1.82,1.1
