"name","type","source","code","mean","sd","lowend","highend","mid","low","up","ymax","ymin"
"Dry","RB10","Epiphytes","Bluegill",0.101,0.086,0.004,0.326,0.08,0.035,0.139,0.295,0.004
"Dry","RB10","Floc","Bluegill",0.246,0.126,0.034,0.522,0.239,0.157,0.324,0.522,0.034
"Dry","RB10","Mangrove","Bluegill",0.137,0.114,0.004,0.429,0.106,0.047,0.2,0.429,0.004
"Dry","RB10","Phytoplankton","Bluegill",0.516,0.148,0.239,0.817,0.513,0.412,0.617,0.817,0.239
"Dry","RB10","Epiphytes","Coastal Shiner",0.098,0.085,0.003,0.324,0.074,0.033,0.138,0.2955,0.003
"Dry","RB10","Floc","Coastal Shiner",0.201,0.114,0.024,0.466,0.189,0.116,0.269,0.466,0.024
"Dry","RB10","Mangrove","Coastal Shiner",0.126,0.108,0.003,0.405,0.098,0.042,0.18,0.387,0.003
"Dry","RB10","Phytoplankton","Coastal Shiner",0.575,0.159,0.269,0.882,0.58,0.461,0.689,0.882,0.269
"Dry","RB10","Epiphytes","Dollar Sunfish",0.117,0.108,0.004,0.407,0.086,0.039,0.161,0.344,0.004
"Dry","RB10","Floc","Dollar Sunfish",0.368,0.175,0.049,0.726,0.364,0.238,0.482,0.726,0.049
"Dry","RB10","Mangrove","Dollar Sunfish",0.154,0.133,0.004,0.487,0.118,0.052,0.225,0.4845,0.004
"Dry","RB10","Phytoplankton","Dollar Sunfish",0.362,0.143,0.116,0.666,0.35,0.261,0.452,0.666,0.116
"Dry","RB10","Epiphytes","Eastern Grass Shrimp",0.101,0.089,0.004,0.334,0.075,0.034,0.142,0.304,0.004
"Dry","RB10","Floc","Eastern Grass Shrimp",0.232,0.125,0.03,0.513,0.222,0.14,0.311,0.513,0.03
"Dry","RB10","Mangrove","Eastern Grass Shrimp",0.138,0.119,0.004,0.433,0.106,0.048,0.198,0.423,0.004
"Dry","RB10","Phytoplankton","Eastern Grass Shrimp",0.529,0.159,0.241,0.849,0.526,0.415,0.641,0.849,0.241
"Dry","RB10","Epiphytes","Flatback Mud Crab",0.117,0.136,0.003,0.531,0.073,0.031,0.147,0.321,0.003
"Dry","RB10","Floc","Flatback Mud Crab",0.505,0.235,0.043,0.895,0.535,0.329,0.69,0.895,0.043
"Dry","RB10","Mangrove","Flatback Mud Crab",0.132,0.127,0.003,0.465,0.092,0.039,0.187,0.409,0.003
"Dry","RB10","Phytoplankton","Flatback Mud Crab",0.246,0.144,0.037,0.592,0.22,0.139,0.332,0.592,0.037
"Dry","RB10","Epiphytes","Golden Topminnow",0.114,0.108,0.004,0.416,0.084,0.036,0.156,0.336,0.004
"Dry","RB10","Floc","Golden Topminnow",0.369,0.18,0.048,0.72,0.367,0.235,0.497,0.72,0.048
"Dry","RB10","Mangrove","Golden Topminnow",0.159,0.14,0.005,0.511,0.121,0.051,0.23,0.4985,0.005
"Dry","RB10","Phytoplankton","Golden Topminnow",0.359,0.157,0.092,0.704,0.342,0.246,0.452,0.704,0.092
"Dry","RB10","Epiphytes","Hogchoker",0.112,0.093,0.004,0.344,0.091,0.039,0.16,0.3415,0.004
"Dry","RB10","Floc","Hogchoker",0.272,0.136,0.038,0.549,0.266,0.174,0.362,0.549,0.038
"Dry","RB10","Mangrove","Hogchoker",0.146,0.118,0.004,0.438,0.117,0.051,0.218,0.438,0.004
"Dry","RB10","Phytoplankton","Hogchoker",0.469,0.138,0.225,0.753,0.464,0.373,0.558,0.753,0.225
"Dry","RB10","Epiphytes","Peacock Eel",0.108,0.101,0.004,0.373,0.079,0.036,0.148,0.316,0.004
"Dry","RB10","Floc","Peacock Eel",0.378,0.172,0.055,0.718,0.379,0.255,0.498,0.718,0.055
"Dry","RB10","Mangrove","Peacock Eel",0.149,0.127,0.003,0.472,0.115,0.049,0.218,0.4715,0.003
"Dry","RB10","Phytoplankton","Peacock Eel",0.364,0.141,0.115,0.664,0.35,0.265,0.452,0.664,0.115
"Dry","RB10","Epiphytes","Redear Sunfish",0.126,0.117,0.004,0.424,0.09,0.038,0.178,0.388,0.004
"Dry","RB10","Floc","Redear Sunfish",0.284,0.149,0.042,0.603,0.271,0.173,0.384,0.603,0.042
"Dry","RB10","Mangrove","Redear Sunfish",0.156,0.138,0.004,0.508,0.116,0.05,0.224,0.485,0.004
"Dry","RB10","Phytoplankton","Redear Sunfish",0.435,0.156,0.165,0.768,0.423,0.324,0.533,0.768,0.165
"Dry","RB10","Epiphytes","Tidewater Silverside",0.112,0.094,0.004,0.348,0.089,0.042,0.159,0.3345,0.004
"Dry","RB10","Floc","Tidewater Silverside",0.236,0.124,0.031,0.498,0.227,0.141,0.319,0.498,0.031
"Dry","RB10","Mangrove","Tidewater Silverside",0.151,0.121,0.004,0.442,0.122,0.053,0.22,0.442,0.004
"Dry","RB10","Phytoplankton","Tidewater Silverside",0.502,0.148,0.235,0.805,0.493,0.396,0.602,0.805,0.235
"Wet","RB10","Epiphytes","Bluefin Killifish",0.157,0.14,0.003,0.526,0.118,0.05,0.228,0.495,0.003
"Wet","RB10","Floc","Bluefin Killifish",0.287,0.187,0.026,0.716,0.251,0.144,0.403,0.716,0.026
"Wet","RB10","Mangrove","Bluefin Killifish",0.21,0.175,0.003,0.597,0.174,0.059,0.328,0.597,0.003
"Wet","RB10","Phytoplankton","Bluefin Killifish",0.346,0.138,0.079,0.633,0.342,0.258,0.433,0.633,0.079
"Wet","RB10","Epiphytes","Bluegill",0.128,0.1,0.002,0.372,0.11,0.046,0.188,0.372,0.002
"Wet","RB10","Floc","Bluegill",0.208,0.12,0.021,0.475,0.195,0.118,0.281,0.475,0.021
"Wet","RB10","Mangrove","Bluegill",0.18,0.141,0.002,0.487,0.153,0.057,0.274,0.487,0.002
"Wet","RB10","Phytoplankton","Bluegill",0.485,0.134,0.259,0.781,0.472,0.393,0.567,0.781,0.259
"Wet","RB10","Epiphytes","Bowfin",0.13,0.108,0.002,0.384,0.106,0.046,0.192,0.384,0.002
"Wet","RB10","Floc","Bowfin",0.223,0.133,0.022,0.537,0.207,0.123,0.304,0.537,0.022
"Wet","RB10","Mangrove","Bowfin",0.188,0.152,0.003,0.543,0.159,0.06,0.289,0.543,0.003
"Wet","RB10","Phytoplankton","Bowfin",0.458,0.156,0.178,0.815,0.446,0.353,0.55,0.815,0.178
"Wet","RB10","Epiphytes","Clown Goby",0.108,0.09,0.002,0.32,0.088,0.039,0.155,0.32,0.002
"Wet","RB10","Floc","Clown Goby",0.157,0.098,0.018,0.378,0.143,0.083,0.215,0.378,0.018
"Wet","RB10","Mangrove","Clown Goby",0.143,0.122,0.002,0.44,0.114,0.043,0.214,0.44,0.002
"Wet","RB10","Phytoplankton","Clown Goby",0.592,0.161,0.293,0.902,0.588,0.473,0.709,0.902,0.293
"Wet","RB10","Epiphytes","Coastal Shiner",0.122,0.096,0.002,0.348,0.103,0.044,0.179,0.348,0.002
"Wet","RB10","Floc","Coastal Shiner",0.165,0.095,0.018,0.381,0.157,0.094,0.226,0.381,0.018
"Wet","RB10","Mangrove","Coastal Shiner",0.167,0.132,0.002,0.47,0.146,0.053,0.255,0.47,0.002
"Wet","RB10","Phytoplankton","Coastal Shiner",0.545,0.143,0.292,0.855,0.533,0.442,0.637,0.855,0.292
"Wet","RB10","Epiphytes","Crested Goby",0.129,0.102,0.003,0.364,0.111,0.048,0.188,0.364,0.003
"Wet","RB10","Floc","Crested Goby",0.18,0.11,0.019,0.42,0.164,0.098,0.243,0.42,0.019
"Wet","RB10","Mangrove","Crested Goby",0.166,0.134,0.002,0.48,0.139,0.054,0.248,0.48,0.002
"Wet","RB10","Phytoplankton","Crested Goby",0.525,0.152,0.245,0.842,0.516,0.415,0.623,0.842,0.245
"Wet","RB10","Epiphytes","Dollar Sunfish",0.147,0.13,0.002,0.48,0.114,0.049,0.212,0.4565,0.002
"Wet","RB10","Floc","Dollar Sunfish",0.313,0.182,0.029,0.7,0.293,0.169,0.444,0.7,0.029
"Wet","RB10","Mangrove","Dollar Sunfish",0.202,0.165,0.003,0.581,0.17,0.062,0.308,0.581,0.003
"Wet","RB10","Phytoplankton","Dollar Sunfish",0.338,0.141,0.097,0.645,0.328,0.236,0.43,0.645,0.097
"Wet","RB10","Epiphytes","Eastern Grass Shrimp",0.126,0.1,0.002,0.367,0.107,0.045,0.182,0.367,0.002
